,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,latitude,longitude,depth,EH1,EH2,AZ,EV,mag,ID
1170,1993,1,17,23,52,7.16,38.787,-122.75868,1.571,0.011,0.007,157,0.015,1.8,332543
1171,1993,1,20,9,9,55.124,38.79501,-122.76775,1.347,0.009,0.007,145,0.012,2.3,333166
1172,1993,1,21,6,57,32.155,38.79334,-122.74426,1.479,0.009,0.007,0,0.015,1.8,333533
1173,1993,1,27,22,26,14.76,38.80016,-122.77698,0.933,0.028,0.016,168,0.043,1.7,334989
1174,1993,1,27,23,33,49.108,38.78518,-122.76011,1.417,0.012,0.008,178,0.018,2.4,334991
1175,1993,1,28,2,38,19.817,38.79361,-122.77795,2.111,0.011,0.009,4,0.013,2.1,334995
1176,1993,1,31,0,23,36.152,38.78757,-122.76516,1.405,0.02,0.006,21,0.02,2.6,335209
1177,1993,2,2,16,45,50.17,38.78653,-122.77462,1.909,0.01,0.007,38,0.011,2.3,335811
1178,1993,2,4,18,11,8.189,38.79118,-122.74743,1.421,0.01,0.006,6,0.013,1.8,335960
1179,1993,2,4,23,41,24.28,38.7985,-122.77604,1.234,0.014,0.011,166,0.018,2.1,335978
1180,1993,2,6,12,14,30.273,38.78708,-122.77318,1.71,0.012,0.009,8,0.017,2.0,336072
1181,1993,2,8,2,48,13.396,38.78708,-122.75801,1.666,0.015,0.005,21,0.011,2.3,336145
1182,1993,2,8,15,39,38.88,38.79275,-122.74393,2.065,0.008,0.005,176,0.013,2.0,336158
1183,1993,2,9,20,27,52.31,38.78239,-122.76856,1.267,0.015,0.007,14,0.016,2.2,336391
1184,1993,2,13,1,0,21.122,38.80213,-122.75642,1.194,0.011,0.007,147,0.015,1.7,337032
1185,1993,2,14,4,35,31.587,38.79555,-122.74532,1.738,0.006,0.005,31,0.01,2.1,337096
1186,1993,2,15,18,4,23.74,38.78827,-122.76064,1.033,0.019,0.011,10,0.022,3.7,337179
1187,1993,2,15,18,5,36.066,38.78838,-122.77357,0.874,0.014,0.012,47,0.018,3.4,337229
1188,1993,2,21,18,0,46.2,38.796,-122.74468,1.365,0.022,0.014,25,0.034,1.6,1201288
1189,1993,2,21,22,58,18.04,38.78332,-122.75774,1.498,0.01,0.007,160,0.011,1.8,337846
1190,1993,2,28,1,45,55.64,38.8002,-122.74275,2.298,0.006,0.005,69,0.008,2.2,338277
1191,1993,2,28,23,33,9.11,38.8034,-122.77029,2.328,0.033,0.011,32,0.021,1.6,1201429
1192,1993,3,2,20,22,38.549,38.793,-122.74469,1.394,0.007,0.005,29,0.01,1.9,338619
1193,1993,3,5,17,11,43.32,38.80749,-122.77581,1.423,0.013,0.008,175,0.016,1.6,339430
1194,1993,3,5,17,15,20.08,38.8065,-122.77677,1.485,0.011,0.008,11,0.012,2.0,339052
1195,1993,3,16,3,59,26.704,38.79177,-122.77631,2.067,0.021,0.015,168,0.028,3.8,340271
1196,1993,3,22,12,0,44.38,38.78519,-122.77263,4.699,0.023,0.02,150,0.044,2.9,340935
1197,1993,3,22,13,25,53.33,38.7966,-122.74853,0.78,0.035,0.027,52,0.046,1.6,1201769
1198,1993,3,27,13,55,43.333,38.79592,-122.76789,2.263,0.016,0.016,22,0.027,1.7,1201975
1199,1993,3,27,17,1,14.68,38.7871,-122.77402,2.103,0.008,0.007,84,0.008,2.6,341491
1200,1993,3,29,23,39,30.64,38.78597,-122.75983,1.606,0.01,0.007,176,0.009,2.2,341615
1201,1993,3,30,0,27,38.38,38.78558,-122.75951,1.559,0.01,0.007,167,0.01,2.0,341637
1202,1993,3,30,5,51,30.408,38.80135,-122.77228,1.903,0.013,0.007,7,0.017,1.9,341644
1203,1993,3,31,9,49,57.52,38.78493,-122.75969,1.931,0.012,0.007,4,0.015,2.7,341720
1204,1993,4,5,23,19,52.78,38.78907,-122.7733,2.593,0.019,0.015,16,0.034,1.7,1202105
1205,1993,4,7,15,8,17.27,38.78469,-122.7588,1.353,0.017,0.008,17,0.017,2.5,343547
1206,1993,4,9,17,11,31.88,38.78558,-122.75625,1.207,0.011,0.007,15,0.015,2.3,344332
1207,1993,4,12,21,36,40.275,38.79466,-122.77154,1.317,0.017,0.01,16,0.02,1.8,344545
1208,1993,4,15,1,47,3.315,38.79225,-122.74465,2.061,0.008,0.005,28,0.011,1.9,345593
1209,1993,4,15,16,38,23.077,38.78694,-122.77375,1.988,0.008,0.005,164,0.01,1.6,345627
1210,1993,4,18,19,16,55.2,38.79346,-122.74422,1.471,0.008,0.006,14,0.011,1.6,345907
1211,1993,4,21,7,22,33.09,38.79749,-122.76912,1.337,0.011,0.007,15,0.011,2.4,346178
1212,1993,4,30,14,42,2.72,38.78759,-122.7591,1.625,0.006,0.005,38,0.009,1.7,346713
1213,1993,5,1,18,25,34.96,38.79449,-122.74514,1.675,0.007,0.004,2,0.008,1.6,346774
1214,1993,5,4,0,51,30.7,38.78567,-122.75829,1.934,0.009,0.007,133,0.01,1.7,346891
1215,1993,5,10,5,10,13.903,38.79654,-122.74285,1.92,0.006,0.005,25,0.009,1.6,347327
1216,1993,5,13,11,6,56.287,38.79478,-122.74326,1.624,0.006,0.004,26,0.007,2.0,349113
1217,1993,5,13,21,24,57.48,38.7859,-122.75861,1.972,0.008,0.007,73,0.012,1.6,349172
1218,1993,5,16,3,0,14.093,38.78556,-122.74559,1.367,0.008,0.007,39,0.012,1.8,349312
1219,1993,5,16,14,34,15.1,38.78528,-122.7602,1.541,0.009,0.007,174,0.009,1.9,349345
1220,1993,5,16,21,39,3.75,38.79928,-122.75313,1.586,0.012,0.01,72,0.016,2.0,349359
1221,1993,5,19,8,53,32.669,38.79484,-122.76663,1.459,0.006,0.005,12,0.008,1.6,350379
1222,1993,5,20,21,3,55.94,38.78807,-122.75952,1.677,0.005,0.004,14,0.007,2.0,350598
1223,1993,5,23,10,29,57.91,38.80262,-122.77547,1.923,0.028,0.019,179,0.033,1.6,1203483
1224,1993,5,23,10,30,10.305,38.80401,-122.77627,2.114,0.016,0.01,12,0.02,3.6,350892
1225,1993,5,23,10,38,56.293,38.80371,-122.7751,2.112,0.008,0.006,27,0.01,2.1,350895
1226,1993,5,23,16,54,1.9,38.80627,-122.77155,2.148,0.007,0.006,42,0.008,1.6,350922
1227,1993,5,24,2,22,5.135,38.80671,-122.77416,2.18,0.009,0.007,19,0.012,2.2,350964
1228,1993,5,24,15,47,30.72,38.80558,-122.77534,2.247,0.009,0.007,178,0.011,1.6,351083
1229,1993,5,26,12,5,28.91,38.78581,-122.7596,1.6,0.009,0.006,154,0.008,2.2,351151
1230,1993,5,29,16,13,27.07,38.79192,-122.77764,4.279,0.016,0.01,1,0.024,1.7,351640
1231,1993,5,31,7,9,30.36,38.79585,-122.76707,1.767,0.006,0.004,3,0.008,1.9,351731
1232,1993,5,31,18,51,8.489,38.79734,-122.77638,1.146,0.033,0.019,144,0.042,2.0,351765
1233,1993,5,31,18,51,16.451,38.79761,-122.77644,1.241,0.012,0.011,5,0.015,1.8,352077
1234,1993,6,2,9,55,42.908,38.79784,-122.73933,2.201,0.006,0.004,16,0.007,2.6,351921
1235,1993,6,4,1,37,3.97,38.77878,-122.75529,0.922,0.009,0.006,173,0.009,2.0,352070
1236,1993,6,5,2,23,52.85,38.79342,-122.75091,1.602,0.007,0.004,37,0.009,1.8,352391
1237,1993,6,6,5,13,9.7,38.7926,-122.76804,1.444,0.012,0.009,156,0.016,1.9,352473
1238,1993,6,13,22,34,25.04,38.79756,-122.74984,2.274,0.006,0.005,162,0.011,1.8,354924
1239,1993,6,21,4,57,31.83,38.79342,-122.75218,1.29,0.013,0.007,174,0.016,1.6,356563
1240,1993,6,26,12,11,7.834,38.78926,-122.75843,1.496,0.008,0.005,32,0.009,2.5,359653
1241,1993,6,27,22,22,31.83,38.79376,-122.74808,1.448,0.007,0.007,53,0.012,1.6,359738
1242,1993,6,29,13,23,51.042,38.77562,-122.76238,1.69,0.005,0.004,171,0.009,1.8,360150
1243,1993,7,4,3,49,55.87,38.79245,-122.75294,1.435,0.008,0.006,24,0.013,2.3,364466
1244,1993,7,5,7,38,40.046,38.79723,-122.74913,2.154,0.007,0.005,29,0.013,1.8,364557
1245,1993,7,7,4,17,3.44,38.7942,-122.74635,1.682,0.006,0.005,72,0.012,1.6,365417
1246,1993,7,10,18,30,2.3,38.8012,-122.74178,2.264,0.005,0.003,14,0.008,2.0,367441
1247,1993,7,15,1,29,24.21,38.78557,-122.77469,1.864,0.009,0.005,10,0.012,2.0,368078
1248,1993,7,19,5,12,24.175,38.78831,-122.75722,1.114,0.008,0.006,70,0.012,2.0,368396
1249,1993,7,30,4,15,53.375,38.80584,-122.77217,2.089,0.009,0.007,24,0.012,2.0,372627
1250,1993,7,30,4,17,1.775,38.80564,-122.77179,2.139,0.008,0.006,20,0.011,2.1,372628
1251,1993,7,31,13,35,21.02,38.8067,-122.77136,2.289,0.007,0.006,19,0.009,2.1,372756
1252,1993,7,31,19,1,57.68,38.80349,-122.75515,1.292,0.008,0.006,107,0.013,1.8,372776
1253,1993,8,1,3,33,3.741,38.80264,-122.76977,2.253,0.007,0.006,15,0.009,2.0,373160
1254,1993,8,3,20,25,15.48,38.80136,-122.77014,2.155,0.007,0.006,10,0.008,2.2,373143
1255,1993,8,4,10,19,26.42,38.79518,-122.75634,1.288,0.011,0.01,4,0.019,1.6,373200
1256,1993,8,9,19,33,40.96,38.78639,-122.75902,2.129,0.012,0.007,153,0.01,1.7,374009
1257,1993,8,11,1,10,41.343,38.79744,-122.74001,2.239,0.009,0.008,73,0.014,3.2,374156
1258,1993,8,11,1,11,57.36,38.80174,-122.74344,1.953,0.007,0.005,22,0.012,1.6,374379
1259,1993,8,11,1,12,27.577,38.7834,-122.746,1.156,0.009,0.008,144,0.016,1.6,374381
1260,1993,8,13,17,12,15.7,38.78394,-122.75773,1.577,0.011,0.008,161,0.015,1.7,375117
1261,1993,8,13,17,12,31.36,38.78383,-122.75765,1.51,0.009,0.008,169,0.014,2.3,374688
1262,1993,8,17,0,8,49.128,38.78945,-122.75275,1.488,0.022,0.015,160,0.037,1.6,1206021
1263,1993,8,24,17,0,47.032,38.7871,-122.754,1.75,0.008,0.006,164,0.011,2.4,376052
1264,1993,8,25,2,17,37.26,38.79388,-122.74899,2.15,0.006,0.005,107,0.009,1.9,376098
1265,1993,8,26,14,19,33.53,38.78788,-122.77584,1.939,0.01,0.006,55,0.009,1.8,376202
1266,1993,8,28,12,22,40.417,38.78689,-122.77386,2.084,0.005,0.004,179,0.007,1.8,376436
1267,1993,8,29,13,0,29.309,38.79518,-122.7689,1.381,0.006,0.005,180,0.008,1.8,376486
1268,1993,8,29,21,44,54.96,38.79771,-122.752,2.033,0.008,0.005,51,0.01,2.1,376514
1269,1993,9,3,21,45,2.96,38.79822,-122.76809,2.205,0.009,0.007,15,0.011,2.1,30027502
1270,1993,9,5,22,25,38.985,38.79825,-122.74975,2.726,0.006,0.006,60,0.013,2.2,30027691
1271,1993,9,7,15,21,19.184,38.77998,-122.7505,4.228,0.013,0.011,127,0.023,2.0,30027859
1272,1993,9,10,9,15,17.025,38.78772,-122.77765,0.81,0.014,0.01,40,0.017,1.8,30028061
1273,1993,9,20,10,49,54.745,38.79556,-122.7682,1.354,0.008,0.007,37,0.014,1.8,30028939
1274,1993,9,22,15,39,27.931,38.785,-122.75989,1.46,0.014,0.009,119,0.014,2.7,30029337
1275,1993,9,24,7,34,35.52,38.78622,-122.75841,2.048,0.009,0.006,172,0.009,1.8,30029582
1276,1993,9,25,10,20,33.863,38.80793,-122.77132,2.331,0.009,0.006,10,0.01,2.3,30029704
1277,1993,9,25,12,51,21.0,38.78623,-122.75955,1.775,0.01,0.006,134,0.011,1.6,30029717
1278,1993,9,26,4,1,0.299,38.79505,-122.76845,1.558,0.005,0.004,6,0.008,1.7,30029778
1279,1993,10,1,5,24,54.79,38.80184,-122.76908,2.237,0.007,0.006,27,0.008,1.6,30030292
1280,1993,10,1,13,24,24.38,38.78537,-122.77439,2.764,0.009,0.008,82,0.014,2.4,30030323
1281,1993,10,5,8,45,46.58,38.80098,-122.7687,2.233,0.007,0.006,28,0.009,2.0,30030782
1282,1993,10,6,21,58,24.18,38.80561,-122.77289,2.219,0.009,0.007,4,0.012,2.0,30030919
1283,1993,10,11,10,24,37.425,38.78811,-122.75444,1.164,0.014,0.01,26,0.028,1.7,30031520
1284,1993,10,14,20,1,23.529,38.78355,-122.75524,0.996,0.011,0.006,13,0.014,2.3,30031859
1285,1993,10,17,9,4,53.07,38.79347,-122.74592,1.542,0.007,0.004,28,0.007,1.6,30032163
1286,1993,10,18,8,45,25.13,38.78495,-122.75542,1.241,0.009,0.009,118,0.015,2.0,30032299
1287,1993,10,20,0,35,13.746,38.78597,-122.76142,0.682,0.011,0.01,139,0.021,1.6,30032572
1288,1993,10,22,12,49,40.489,38.80018,-122.76806,2.201,0.007,0.006,7,0.009,2.0,30032986
1289,1993,10,22,17,1,40.352,38.80381,-122.76757,2.151,0.007,0.006,40,0.009,2.2,30033003
1290,1993,10,29,2,10,5.823,38.79329,-122.76704,0.914,0.013,0.011,2,0.022,2.3,30033529
1291,1993,10,29,2,11,24.309,38.79483,-122.76582,1.32,0.005,0.004,25,0.008,1.6,30033530
1292,1993,10,29,7,33,3.972,38.77911,-122.76925,1.0,0.01,0.007,41,0.014,2.1,30033541
1293,1993,10,29,7,54,27.68,38.78632,-122.75432,1.355,0.009,0.006,22,0.011,2.2,30033544
1294,1993,10,30,18,49,36.51,38.80185,-122.77038,2.183,0.007,0.006,28,0.009,2.0,30033637
1295,1993,10,30,19,1,53.8,38.7981,-122.75435,1.553,0.012,0.008,25,0.012,2.3,30033639
1296,1993,10,30,23,56,15.83,38.79351,-122.74529,2.111,0.007,0.005,6,0.009,1.6,30033649
1297,1993,10,31,18,39,54.338,38.79491,-122.76843,1.454,0.005,0.004,11,0.007,1.7,30033709
1298,1993,11,4,10,40,57.285,38.78432,-122.74381,1.715,0.016,0.01,144,0.02,1.9,1208527
1299,1993,11,8,13,51,2.85,38.79703,-122.75265,1.466,0.008,0.006,33,0.011,1.6,30034308
1300,1993,11,11,13,40,40.606,38.77664,-122.75144,2.878,0.013,0.01,60,0.016,2.7,30034602
1301,1993,11,16,8,40,22.436,38.78118,-122.7489,0.839,0.011,0.006,9,0.012,1.8,30034954
1302,1993,11,18,19,21,27.52,38.79458,-122.75138,1.313,0.007,0.005,47,0.01,2.0,30035203
1303,1993,11,23,14,39,50.24,38.79599,-122.76953,1.497,0.007,0.006,178,0.009,1.7,30035630
1304,1993,11,23,17,11,55.56,38.78572,-122.75892,1.477,0.01,0.009,101,0.015,1.7,30035633
1305,1993,11,24,10,55,56.71,38.79306,-122.74472,1.416,0.006,0.003,41,0.008,2.6,30035694
1306,1993,11,24,20,38,10.9,38.79437,-122.77237,1.177,0.009,0.005,19,0.009,3.1,30035742
1307,1993,11,24,20,42,51.769,38.79519,-122.76929,1.282,0.007,0.005,19,0.01,1.6,30035743
1308,1993,11,26,14,45,36.83,38.80651,-122.77172,2.264,0.007,0.006,14,0.009,1.6,30035883
1309,1993,11,26,19,49,22.136,38.78744,-122.75249,1.296,0.008,0.006,42,0.01,1.7,30035892
1310,1993,11,29,11,46,16.26,38.8057,-122.76955,2.271,0.007,0.007,156,0.009,1.7,30036263
1311,1993,11,29,23,29,6.579,38.79507,-122.74129,1.745,0.009,0.007,13,0.009,3.0,30036300
1312,1993,11,30,7,0,11.398,38.7828,-122.74759,1.266,0.01,0.008,32,0.012,2.1,30036328
1313,1993,11,30,10,14,46.93,38.79404,-122.74471,1.604,0.006,0.004,35,0.008,2.2,30036338
1314,1993,12,6,23,46,38.88,38.79985,-122.77104,2.552,0.014,0.009,179,0.017,2.3,30036957
1315,1993,12,12,0,9,45.076,38.78703,-122.758,1.623,0.006,0.004,13,0.008,1.8,30037344
1316,1993,12,13,10,19,30.72,38.79275,-122.74846,1.516,0.006,0.004,55,0.008,1.8,30037450
1317,1993,12,14,12,56,22.4,38.78417,-122.75798,1.582,0.009,0.007,167,0.01,1.6,30037546
1318,1993,12,20,4,51,3.739,38.79009,-122.77439,3.983,0.009,0.007,28,0.021,2.0,389232
1319,1993,12,21,19,52,53.259,38.80011,-122.76793,2.187,0.007,0.006,137,0.01,2.4,389337
1320,1993,12,22,2,1,46.075,38.78769,-122.75798,1.669,0.007,0.004,24,0.008,2.1,389354
1321,1993,12,26,23,15,29.92,38.78804,-122.77455,2.775,0.009,0.006,69,0.008,2.2,389770
1322,1993,12,30,6,12,45.614,38.78512,-122.75473,1.314,0.017,0.011,6,0.021,1.6,389958
1323,1994,1,2,16,11,44.532,38.79009,-122.75305,1.57,0.007,0.005,30,0.011,1.8,390207
1324,1994,1,4,6,47,1.66,38.78553,-122.74986,1.211,0.01,0.005,17,0.011,2.0,390342
1325,1994,1,4,17,6,6.52,38.78749,-122.75945,1.626,0.01,0.006,160,0.01,2.0,390383
1326,1994,1,5,10,1,22.33,38.78539,-122.75851,1.824,0.01,0.007,162,0.012,2.1,390415
1327,1994,1,5,14,40,2.64,38.78493,-122.7599,2.11,0.009,0.007,156,0.008,1.8,390422
1328,1994,1,6,18,6,59.56,38.78568,-122.75859,1.477,0.01,0.007,124,0.013,1.7,390494
1329,1994,1,8,4,36,24.03,38.80129,-122.76937,2.195,0.007,0.006,159,0.008,2.0,390593
1330,1994,1,9,8,3,21.25,38.78558,-122.75888,1.964,0.01,0.007,161,0.007,1.6,390668
1331,1994,1,15,11,41,13.02,38.78569,-122.75981,2.087,0.01,0.007,174,0.01,2.6,391195
1332,1994,1,15,11,42,9.54,38.77945,-122.76693,1.606,0.02,0.014,49,0.027,1.7,392102
1333,1994,1,15,20,15,36.08,38.7952,-122.74868,2.099,0.008,0.005,52,0.011,2.0,391250
1334,1994,1,18,2,14,39.575,38.78701,-122.77449,1.405,0.013,0.01,164,0.017,1.8,391550
1335,1994,1,18,16,33,55.498,38.78849,-122.74998,1.145,0.009,0.007,62,0.013,2.5,391665
1336,1994,1,18,20,19,32.76,38.79216,-122.73753,1.545,0.009,0.006,23,0.011,1.8,391710
1337,1994,1,19,8,38,38.39,38.78448,-122.75755,1.652,0.008,0.006,3,0.009,2.1,391780
1338,1994,1,20,1,9,10.19,38.78923,-122.77646,2.162,0.01,0.008,178,0.011,1.7,391945
1339,1994,1,21,3,15,23.0,38.79244,-122.77307,1.354,0.009,0.006,179,0.011,2.2,392117
1340,1994,1,22,13,12,2.89,38.78459,-122.75765,1.531,0.008,0.007,171,0.009,1.9,392296
1341,1994,1,24,18,33,26.0,38.78676,-122.75883,1.546,0.01,0.006,173,0.011,2.2,392537
1342,1994,1,25,20,29,45.703,38.78533,-122.75946,0.924,0.01,0.008,54,0.017,1.6,392611
1343,1994,1,30,16,39,16.105,38.78459,-122.77347,3.096,0.007,0.006,59,0.018,2.0,393052
1344,1994,2,2,22,35,52.24,38.78657,-122.7595,1.804,0.009,0.007,157,0.011,2.1,393411
1345,1994,2,3,0,4,7.295,38.80777,-122.75591,1.588,0.011,0.006,5,0.011,2.1,393425
1346,1994,2,4,14,20,11.606,38.79205,-122.74779,1.5,0.005,0.005,21,0.009,1.9,393614
1347,1994,2,5,15,11,22.65,38.78555,-122.77499,0.788,0.008,0.008,53,0.011,2.3,393765
1348,1994,2,7,19,3,57.58,38.79279,-122.75837,0.957,0.008,0.006,168,0.01,1.8,393934
1349,1994,2,10,15,3,47.219,38.77953,-122.77152,1.55,0.014,0.01,3,0.017,1.7,394936
1350,1994,2,11,10,11,49.16,38.79261,-122.75615,1.169,0.021,0.009,31,0.024,2.8,394534
1351,1994,2,12,9,33,6.005,38.78842,-122.75935,1.717,0.005,0.004,31,0.009,1.7,395057
1352,1994,2,14,14,49,1.39,38.78666,-122.75889,2.165,0.009,0.007,165,0.008,1.7,394799
1353,1994,2,15,0,2,11.9,38.78603,-122.75855,1.571,0.01,0.007,137,0.012,1.6,394837
1354,1994,2,19,10,16,37.359,38.7951,-122.76863,1.351,0.006,0.004,0,0.008,1.9,395141
1355,1994,2,23,6,39,57.665,38.78636,-122.77433,1.829,0.008,0.006,167,0.011,2.1,395414
1356,1994,2,23,6,45,18.915,38.78407,-122.77201,1.41,0.007,0.006,49,0.01,2.8,395415
1357,1994,2,23,8,38,44.995,38.78349,-122.7715,1.964,0.005,0.004,150,0.007,1.7,395421
1358,1994,2,23,11,31,30.98,38.78612,-122.75885,2.034,0.009,0.007,158,0.009,1.8,395430
1359,1994,2,23,16,58,57.355,38.79507,-122.74935,1.107,0.059,0.012,27,0.027,2.6,1212644
1360,1994,2,26,1,25,56.761,38.79411,-122.75232,1.237,0.009,0.005,40,0.012,2.7,395658
1361,1994,3,1,18,57,53.8,38.79288,-122.74481,1.474,0.006,0.004,18,0.008,1.8,395900
1362,1994,3,3,18,2,20.575,38.78748,-122.77351,1.787,0.006,0.005,1,0.009,1.9,396102
1363,1994,3,4,18,20,48.78,38.79957,-122.7434,2.174,0.006,0.004,39,0.008,2.1,396173
1364,1994,3,5,7,50,14.455,38.78847,-122.77269,2.089,0.009,0.007,63,0.011,2.5,396230
1365,1994,3,9,7,39,10.85,38.79043,-122.77623,3.518,0.009,0.008,81,0.019,2.0,397079
1366,1994,3,15,4,37,34.07,38.78674,-122.76017,1.31,0.011,0.008,162,0.012,2.2,397659
1367,1994,3,15,5,14,37.43,38.79077,-122.77729,1.846,0.013,0.01,58,0.012,3.5,397664
1368,1994,3,15,5,15,16.702,38.78193,-122.75162,0.823,0.008,0.006,22,0.011,3.1,397883
1369,1994,3,15,5,15,49.988,38.79397,-122.76745,1.361,0.01,0.007,148,0.016,2.3,397885
1370,1994,3,15,5,19,0.335,38.80812,-122.75683,1.52,0.009,0.006,164,0.01,1.6,397666
1371,1994,3,17,10,21,7.31,38.80138,-122.74173,2.401,0.004,0.004,26,0.007,2.0,397891
1372,1994,3,19,3,59,15.81,38.78586,-122.76023,1.506,0.028,0.015,17,0.036,2.3,398116
1373,1994,3,21,8,17,23.925,38.78791,-122.7595,1.593,0.013,0.01,1,0.021,2.1,398326
1374,1994,3,22,13,26,30.28,38.79987,-122.7653,2.456,0.015,0.012,170,0.021,3.3,398416
1375,1994,4,1,20,57,0.271,38.78766,-122.76192,1.477,0.011,0.007,20,0.013,2.7,399519
1376,1994,4,5,9,27,19.397,38.7947,-122.77073,1.494,0.007,0.005,10,0.008,2.5,399864
1377,1994,4,6,3,55,44.353,38.8028,-122.75559,1.217,0.009,0.007,138,0.017,2.0,399978
1378,1994,4,6,12,17,26.7,38.79106,-122.75177,1.1,0.017,0.01,18,0.025,1.6,399992
1379,1994,4,8,10,2,57.14,38.79151,-122.77535,3.186,0.011,0.008,32,0.019,2.0,400081
1380,1994,4,11,7,30,37.164,38.77706,-122.7465,3.439,0.009,0.006,131,0.015,2.1,400209
1381,1994,4,17,12,49,23.099,38.79412,-122.7488,2.169,0.013,0.011,114,0.019,3.0,400617
1382,1994,4,22,19,25,6.6,38.78897,-122.75758,1.669,0.006,0.004,47,0.008,2.0,400912
1383,1994,4,26,20,12,15.58,38.79272,-122.7478,1.561,0.007,0.005,61,0.01,2.0,401047
1384,1994,4,26,22,15,50.23,38.79386,-122.74532,1.473,0.006,0.004,29,0.008,2.3,401051
1385,1994,4,28,23,45,15.98,38.79858,-122.74192,2.359,0.006,0.004,76,0.009,1.8,401129
1386,1994,5,9,18,19,4.439,38.79569,-122.76668,1.592,0.008,0.006,70,0.011,3.1,402055
1387,1994,5,15,18,45,32.52,38.79312,-122.75847,1.144,0.012,0.006,15,0.015,2.0,402270
1388,1994,5,16,4,34,22.535,38.79851,-122.77231,1.571,0.011,0.007,24,0.013,1.6,402327
1389,1994,5,17,1,42,48.575,38.79383,-122.73931,1.967,0.011,0.008,125,0.018,1.7,402316
1390,1994,5,18,20,48,8.789,38.79404,-122.74327,1.729,0.007,0.005,60,0.009,2.1,402411
1391,1994,5,25,3,57,35.69,38.79382,-122.74918,2.586,0.015,0.012,63,0.029,2.1,1214147
1392,1994,5,25,4,36,29.19,38.80097,-122.74236,2.449,0.007,0.006,19,0.012,2.7,402733
1393,1994,5,27,3,57,47.57,38.79457,-122.74934,1.346,0.008,0.006,41,0.012,1.7,402836
1394,1994,5,29,8,13,27.18,38.79333,-122.7482,1.654,0.008,0.004,42,0.008,2.0,402976
1395,1994,6,1,14,29,23.64,38.79827,-122.77742,1.195,0.013,0.011,57,0.016,1.7,403123
1396,1994,6,4,16,56,28.62,38.78537,-122.75642,1.206,0.009,0.008,161,0.012,2.3,403302
1397,1994,6,6,12,45,10.9,38.7906,-122.77407,0.661,0.015,0.011,43,0.021,1.7,403385
1398,1994,6,6,16,39,18.909,38.78519,-122.74558,1.254,0.009,0.008,115,0.014,1.6,403394
1399,1994,6,7,8,10,51.44,38.78742,-122.77427,2.353,0.009,0.006,75,0.008,1.8,403500
1400,1994,6,8,17,59,19.06,38.78258,-122.76527,0.702,0.008,0.007,76,0.012,2.6,403609
1401,1994,6,8,18,42,21.04,38.79249,-122.7449,1.498,0.006,0.005,86,0.009,2.2,403611
1402,1994,6,13,21,16,17.297,38.80038,-122.77654,1.15,0.013,0.011,10,0.022,1.6,404148
1403,1994,6,13,21,26,50.76,38.79995,-122.77492,1.173,0.011,0.007,30,0.013,2.6,404149
1404,1994,6,16,18,7,57.342,38.78624,-122.76122,0.731,0.009,0.007,48,0.012,2.2,30051158
1405,1994,6,22,16,31,29.25,38.80657,-122.76858,2.035,0.009,0.007,48,0.013,2.4,30051503
1406,1994,6,23,21,30,37.785,38.78507,-122.75608,1.619,0.008,0.007,161,0.009,2.4,30051588
1407,1994,6,24,7,43,55.55,38.78416,-122.77259,3.434,0.007,0.005,118,0.013,1.7,30051607
1408,1994,6,30,14,46,39.3,38.78636,-122.77259,2.55,0.005,0.004,29,0.008,1.8,30051944
1409,1994,7,3,0,58,49.487,38.79976,-122.75406,1.669,0.01,0.007,40,0.014,3.3,30052126
1410,1994,7,3,1,1,27.162,38.79898,-122.76971,1.29,0.017,0.013,23,0.027,2.3,30052127
1411,1994,7,5,15,29,16.711,38.80276,-122.76557,1.888,0.008,0.006,9,0.01,2.4,30052271
1412,1994,7,13,21,31,41.179,38.79578,-122.76984,1.714,0.007,0.006,153,0.011,1.6,30052788
1413,1994,7,19,11,38,26.027,38.79498,-122.77073,1.532,0.009,0.005,7,0.011,1.8,30053124
1414,1994,7,21,1,16,39.89,38.80377,-122.77504,2.153,0.011,0.007,8,0.018,1.9,30053248
1415,1994,7,22,11,58,39.581,38.79481,-122.74311,1.598,0.005,0.003,4,0.006,1.8,30053329
1416,1994,7,23,5,28,14.065,38.79597,-122.76922,1.537,0.007,0.006,34,0.009,1.6,30053367
1417,1994,8,7,1,34,28.04,38.7927,-122.76771,1.153,0.006,0.004,3,0.009,2.3,30054470
1418,1994,8,7,6,33,29.202,38.79646,-122.75157,1.245,0.008,0.005,18,0.01,1.8,30054482
1419,1994,8,12,20,17,46.32,38.78827,-122.77429,2.441,0.009,0.007,49,0.01,2.3,30054976
1420,1994,8,16,21,41,41.972,38.80423,-122.76855,2.305,0.011,0.007,176,0.014,1.6,30055228
1421,1994,8,17,1,50,37.32,38.78785,-122.75897,0.923,0.014,0.012,105,0.025,1.6,30055248
1422,1994,8,24,3,33,56.03,38.79505,-122.74036,1.982,0.009,0.005,9,0.01,3.1,30055770
1423,1994,8,24,13,51,17.995,38.79492,-122.77159,1.49,0.009,0.006,15,0.011,1.6,30055792
1424,1994,8,24,21,14,32.427,38.79183,-122.74154,2.281,0.005,0.004,45,0.009,1.7,30055829
1425,1994,8,29,18,8,50.294,38.78777,-122.74671,1.319,0.008,0.005,44,0.013,1.9,30056118
