,Closest_neigh
3.5,496
3.3,439
3.4,433
3.2,429
3.6,413
3.7,379
3.1,372
3.0,367
3.8,325
2.8,299
2.9,282
3.9,281
2.7,234
2.6,205
4.0,190
2.5,174
4.1,159
2.4,151
2.3,117
4.2,104
2.2,101
4.3,80
4.4,56
2.0,55
2.1,53
1.8,42
1.7,36
1.9,33
4.5,29
1.5,23
1.6,22
4.6,15
1.3,12
1.2,12
1.1,11
4.7,10
1.4,8
0.7,8
1.0,6
5.0,5
4.9,4
0.4,4
5.1,4
0.6,4
4.8,3
0.2,2
-0.1,2
5.5,2
0.9,2
0.8,2
0.3,1
5.9,1
5.4,1
5.6,1
5.7,1
6.3,1
