,Closest_neigh
0.0,0.0001285512276642242
-11.145340165839112,0.0001285512276642242
-6.669107340062009,0.0001285512276642242
-8.536754336678205,0.0001285512276642242
-6.655441642804279,0.0001285512276642242
-8.633078613145978,0.0001285512276642242
-7.3982336210688295,0.0001285512276642242
-7.070772091448318,0.0001285512276642242
-8.146227553735331,0.0001285512276642242
-8.255185955164412,0.0001285512276642242
-8.21026458054228,0.0001285512276642242
-6.269271443677952,0.0001285512276642242
-7.733785590147641,0.0001285512276642242
-7.99127042888736,0.0001285512276642242
-8.15196995467546,0.0001285512276642242
-7.164611703553356,0.0001285512276642242
-7.107145892902693,0.0001285512276642242
-6.827743101202479,0.0001285512276642242
-8.092732165982383,0.0001285512276642242
-8.9195280438141,0.0001285512276642242
-7.865098325352233,0.0001285512276642242
-8.482021922292578,0.0001285512276642242
-7.547873063646426,0.0001285512276642242
-7.010257327571325,0.0001285512276642242
-8.635041746270446,0.0001285512276642242
-7.603324608569573,0.0001285512276642242
-7.48824295543618,0.0001285512276642242
-8.724680262116774,0.0001285512276642242
-6.702255897676055,0.0001285512276642242
-7.521936882053126,0.0001285512276642242
-8.286335290028228,0.0001285512276642242
-7.69174573173376,0.0001285512276642242
-7.622734906788206,0.0001285512276642242
-6.962863273513845,0.0001285512276642242
-7.260864102721211,0.0001285512276642242
-6.452805083497035,0.0001285512276642242
-8.403701143274821,0.0001285512276642242
-7.707605353299656,0.0001285512276642242
-8.739045502497715,0.0001285512276642242
-7.848583504259833,0.0001285512276642242
-8.161023052456857,0.0001285512276642242
-6.873641507853132,0.0001285512276642242
-9.026790478709081,0.0001285512276642242
-8.225221266299966,0.0001285512276642242
-8.73026109327936,0.0001285512276642242
-6.439076560953399,0.0001285512276642242
-7.68494598896838,0.0001285512276642242
-7.614937561591718,0.0001285512276642242
-6.936474962638665,0.0001285512276642242
-8.581700735577892,0.0001285512276642242
-8.650745526671814,0.0001285512276642242
-8.063865532490816,0.0001285512276642242
-7.713044926709289,0.0001285512276642242
-7.7065793216739475,0.0001285512276642242
-7.201851388936067,0.0001285512276642242
-8.971175023365687,0.0001285512276642242
-7.210626497949056,0.0001285512276642242
-9.125596240001524,0.0001285512276642242
-7.155247601360066,0.0001285512276642242
-7.915618488075913,0.0001285512276642242
-8.834860268218943,0.0001285512276642242
-6.981295918487683,0.0001285512276642242
-7.914856224439856,0.0001285512276642242
-7.044062135475819,0.0001285512276642242
-6.197369773580935,0.0001285512276642242
-6.585499450265923,0.0001285512276642242
-8.018125340612732,0.0001285512276642242
-7.610508290377122,0.0001285512276642242
-7.390782633694116,0.0001285512276642242
-7.390935966933535,0.0001285512276642242
-6.74827535008112,0.0001285512276642242
-6.970805889487124,0.0001285512276642242
-8.204690984933727,0.0001285512276642242
-8.937291110319835,0.0001285512276642242
-7.629963696021001,0.0001285512276642242
-7.441878152676011,0.0001285512276642242
-6.872922349012101,0.0001285512276642242
-7.157187569746311,0.0001285512276642242
-6.934546972287273,0.0001285512276642242
-8.929851774639594,0.0001285512276642242
-6.946086022943782,0.0001285512276642242
-6.73652857620439,0.0001285512276642242
-7.223933844813818,0.0001285512276642242
-7.610015868051878,0.0001285512276642242
-8.021582209010221,0.0001285512276642242
-7.375931424851164,0.0001285512276642242
-8.082834553400213,0.0001285512276642242
-8.435013579683295,0.0001285512276642242
-7.782611668240956,0.0001285512276642242
-8.494873802777533,0.0001285512276642242
-6.491530033067984,0.0001285512276642242
-7.822010841737453,0.0001285512276642242
-7.599760644667148,0.0001285512276642242
-7.190326454024442,0.0001285512276642242
-7.599266171932046,0.0001285512276642242
-7.406539063277576,0.0001285512276642242
-7.3148638489003615,0.0001285512276642242
-9.43126956782801,0.0001285512276642242
-7.861021502702318,0.0001285512276642242
-7.273937195832092,0.0001285512276642242
-8.03730429621056,0.0001285512276642242
-7.257539044387668,0.0001285512276642242
-6.870195536127647,0.0001285512276642242
-8.357268802811875,0.0001285512276642242
-8.047087882369171,0.0001285512276642242
-7.187883383458229,0.0001285512276642242
-6.334385998077861,0.0001285512276642242
-9.26494074159522,0.0001285512276642242
-6.086458126881042,0.0001285512276642242
-8.96004329937957,0.0001285512276642242
-7.783541250575526,0.0001285512276642242
-8.031004453310779,0.0001285512276642242
-8.939974934816298,0.0001285512276642242
-9.26266010533553,0.0001285512276642242
