year;time;latitude;longitude;depth;mag;a;b;c;d;e;f
2008;625.7802704;-19.442;-69.194;121.2;3.6;2008;8;17;20;26;20
2008;625.8197248;-21.075;-70.482;56.1;5;2008;8;17;21;23;9
2008;625.9830204;-21.692;-68.436;116.7;3.5;2008;8;18;1;18;18
2008;626.1151962;-20.566;-70.489;33.5;3.8;2008;8;18;4;28;38
2008;626.1446907;-22.502;-69.179;90.6;3.5;2008;8;18;5;11;6
2008;626.1498663;-22.757;-70.422;32.1;3.6;2008;8;18;5;18;34
2008;626.7815907;-22.191;-68.601;122.3;5.3;2008;8;18;20;28;15
2008;626.9592573;-22.256;-68.753;98.4;3.5;2008;8;19;0;44;5
2008;627.0745455;-20.12;-70.658;32.1;4.5;2008;8;19;3;30;6
2008;627.0811274;-20.858;-69.356;80.7;3.7;2008;8;19;3;39;34
2008;627.4179176;-22.257;-68.622;108.4;3.9;2008;8;19;11;44;33
2008;627.515192;-21.795;-70.153;44.9;4.2;2008;8;19;14;4;38
2008;627.6335361;-22.941;-68.272;126.8;3.6;2008;8;19;16;55;3
2008;627.9440642;-21.048;-68.742;118.2;3.5;2008;8;20;0;22;12
2008;628.1659032;-22.159;-68.592;112.2;3.7;2008;8;20;5;41;39
2008;628.3893819;-19.879;-69.173;100.4;4.1;2008;8;20;11;3;28
2008;629.1527289;-24.257;-67.321;202.9;3.7;2008;8;21;5;22;41
2008;629.1777919;-21.93;-68.536;115;3.7;2008;8;21;5;58;46
2008;629.6846644;-21.119;-68.559;125.8;3.5;2008;8;21;18;8;40
2008;630.085961;-21.997;-67.285;191.7;3.8;2008;8;22;3;46;32
2008;630.2023436;-24.176;-67.368;217.8;4.2;2008;8;22;6;34;8
2008;630.5734818;-20.129;-70.673;24.3;4;2008;8;22;15;28;34
2008;631.1188957;-24.142;-67.466;201.4;3.5;2008;8;23;4;33;58
2008;631.2226887;-21.926;-70.05;75.6;3.6;2008;8;23;7;3;25
2008;631.33516;-19.787;-69.328;101.7;4.2;2008;8;23;9;45;23
2008;631.5089981;-21.685;-68.418;126.4;3.6;2008;8;23;13;55;43
2008;631.6866005;-24.204;-67.489;204.5;4.1;2008;8;23;18;11;27
2008;631.7228407;-23.883;-66.515;44.8;4.5;2008;8;23;19;3;39
2008;631.821337;-20.996;-67.766;210.3;4.1;2008;8;23;21;25;29
2008;632.2713662;-20.667;-68.932;100.3;4.2;2008;8;24;8;13;31
2008;632.6827752;-21.797;-68.619;107.4;3.5;2008;8;24;18;5;57
2008;632.7114731;-21.29;-69.852;59.3;4.1;2008;8;24;18;47;16
2008;633.1338291;-21.439;-68.421;125.7;4.1;2008;8;25;4;55;28
2008;633.2738162;-21.076;-70.46;56.1;3.5;2008;8;25;8;17;3
2008;633.8345685;-19.78;-69.026;108.8;4;2008;8;25;21;44;32
2008;633.9427612;-20.443;-68.984;103.9;4.6;2008;8;26;0;20;20
2008;634.0497073;-22.008;-68.66;116.4;3.6;2008;8;26;2;54;20
2008;634.2745117;-19.667;-68.92;3.3;3.5;2008;8;26;8;18;3
2008;635.1442953;-22.012;-68.631;119.3;3.7;2008;8;27;5;10;32
2008;635.7828782;-21.821;-68.654;122.1;3.6;2008;8;27;20;30;6
2008;635.8639681;-20.844;-69.129;107.5;3.5;2008;8;27;22;26;52
2008;636.0732791;-22.973;-68.606;108.7;3.5;2008;8;28;3;28;16
2008;636.1812597;-22.175;-68.688;110.4;4.2;2008;8;28;6;3;46
2008;636.3045051;-21.599;-68.362;117.7;3.6;2008;8;28;9;1;14
2008;636.6455139;-22.155;-70.202;41.5;4;2008;8;28;17;12;17
2008;637.1478503;-18.113;-69.899;129.3;4.2;2008;8;29;5;15;39
2008;637.5958399;-21.199;-67.979;177.9;3.6;2008;8;29;16;0;46
2008;637.707894;-20.447;-69.035;95.6;3.9;2008;8;29;18;42;7
2008;638.5254069;-20.013;-69.178;102.8;3.8;2008;8;30;14;19;20
2008;639.2144885;-19.9;-69.2;100.4;4.3;2008;8;31;6;51;37
2008;639.2147618;-22.136;-68.407;119;4.9;2008;8;31;6;52;1
2008;639.5351656;-20.579;-68.903;105.5;3.5;2008;8;31;14;33;23
2008;639.623315;-22.689;-68.681;97.5;4.1;2008;8;31;16;40;20
2008;639.6289683;-21.418;-68.786;102.9;3.6;2008;8;31;16;48;28
2008;639.3146588;-21.151;-68.844;115.7;3.9;2008;9;1;9;15;52
2008;639.5793689;-21.956;-68.58;128.6;4;2008;9;1;15;37;3
2008;639.7365921;-20.438;-68.769;114.7;4.4;2008;9;1;19;23;27
2008;639.7813181;-21.32;-68.49;124.3;3.5;2008;9;1;20;27;51
2008;640.5435409;-21.313;-68.677;115.4;4.2;2008;9;2;14;45;27
2008;640.7829745;-20.862;-68.84;101.7;3.7;2008;9;2;20;30;14
2008;640.9186204;-21.794;-68.564;124.2;3.5;2008;9;2;23;45;34
2008;641.5252994;-23.895;-66.67;118.7;4;2008;9;3;14;19;11
2008;642.2375373;-22.65;-69.802;50.7;3.7;2008;9;4;7;24;48
2008;642.5364626;-18.393;-69.269;134.7;4.2;2008;9;4;14;35;15
2008;642.6679053;-20.198;-69.089;106.1;3.5;2008;9;4;17;44;32
2008;642.7364528;-18.651;-71.371;49.3;4.1;2008;9;4;19;23;15
2008;643.4130723;-20.608;-69.134;108;3.7;2008;9;5;11;37;35
2008;643.4348421;-22.235;-70.133;73;3.7;2008;9;5;12;8;55
2008;643.7829755;-20.627;-69.193;106.5;3.7;2008;9;5;20;30;14
2008;643.8699095;-21.258;-69.165;86;4.2;2008;9;5;22;35;25
2008;643.9089572;-22.78;-69.253;85.8;3.8;2008;9;5;23;31;39
2008;643.9273995;-24.03;-67.004;149.2;3.6;2008;9;5;23;58;12
2008;644.6293447;-21.115;-69.031;116.1;4.3;2008;9;6;16;49;0
2008;644.6682046;-20.273;-69.012;111.4;3.6;2008;9;6;17;44;58
2008;644.6768898;-24.17;-67.342;201.1;4.5;2008;9;6;17;57;28
2008;644.7743176;-24.102;-67.154;200.8;3.6;2008;9;6;20;17;46
2008;644.8721269;-24.104;-67.185;203.3;3.6;2008;9;6;22;38;37
2008;645.2278736;-19.744;-69.28;101.6;3.9;2008;9;7;7;10;53
2008;645.524633;-21.302;-68.067;167.4;3.7;2008;9;7;14;18;13
2008;645.6944155;-20.566;-68.496;130.9;4;2008;9;7;18;22;43
2008;645.779072;-18.786;-69.302;116;3.7;2008;9;7;20;24;37
2008;645.8531174;-20.686;-69.124;113.1;4.4;2008;9;7;22;11;14
2008;646.454112;-20.466;-70.228;43.8;3.5;2008;9;8;12;36;40
2008;647.085037;-19.673;-68.907;4.9;3.9;2008;9;9;3;45;12
2008;647.5742681;-21.327;-68.362;125.8;3.6;2008;9;9;15;29;42
2008;647.7741106;-20.581;-68.987;104.5;3.5;2008;9;9;20;17;28
2008;647.8999042;-19.415;-69.482;93.3;3.5;2008;9;9;23;18;37
2008;648.5560354;-22.462;-68.928;92.8;5.2;2008;9;10;15;3;27
2008;648.6036846;-20.417;-69.502;37.8;6.3;2008;9;10;16;12;3
2008;648.6149632;-20.449;-69.494;36.3;4.6;2008;9;10;16;28;18
2008;648.6850657;-20.436;-69.487;36.6;3.9;2008;9;10;18;9;15
2008;648.785756;-20.451;-69.48;36;3.9;2008;9;10;20;34;14
2008;649.0225147;-20.86;-67.764;196;3.8;2008;9;11;2;15;10
2008;649.0814992;-20.651;-68.835;100.5;3.5;2008;9;11;3;40;7
2008;649.082472;-19.677;-69.167;108.8;4.6;2008;9;11;3;41;31
2008;649.6450069;-19.708;-69.307;107.9;5.6;2008;9;11;17;11;34
2008;649.7144324;-20.985;-68.838;102.2;3.6;2008;9;11;18;51;32
2008;649.8292361;-20.45;-69.466;36.3;3.8;2008;9;11;21;36;51
2008;650.0602286;-24.224;-67.526;210.9;4.8;2008;9;12;3;9;29
2008;650.7254199;-21.917;-68.423;119.5;4.6;2008;9;12;19;7;21
2008;650.8602449;-20.053;-69.153;111.6;4.3;2008;9;12;22;21;30
2008;651.2332433;-23.487;-70.826;56;4.5;2008;9;13;7;18;37
2008;651.3770677;-19.677;-68.916;5.8;3.6;2008;9;13;10;45;44
2008;651.566223;-22.311;-70.295;36.5;3.5;2008;9;13;15;18;7
2008;651.6237811;-22.083;-70.46;32.4;3.7;2008;9;13;16;40;60
2008;651.9948712;-22.294;-68.612;113.6;3.8;2008;9;14;1;35;22
2008;652.1914306;-20.592;-69.02;96.2;4.2;2008;9;14;6;18;25
2008;652.4650771;-21.188;-70.104;45.2;4.3;2008;9;14;12;52;28
2008;652.5007353;-21.08;-68.827;114.2;4;2008;9;14;13;43;49
2008;652.626923;-22.708;-69.562;67.1;4.9;2008;9;14;16;45;31
2008;653.0698993;-21.127;-68.963;104.5;4.9;2008;9;15;3;23;24
2008;653.5318735;-21.055;-68.895;104.4;3.6;2008;9;15;14;28;39
2008;654.8430023;-20.405;-68.843;107.6;5;2008;9;16;21;56;40
2008;654.9809512;-21.877;-68.493;145.8;4;2008;9;17;1;15;19
2008;655.1999855;-22.173;-69.197;100.9;3.5;2008;9;17;6;30;44
2008;655.4132355;-21.425;-68.432;129.7;4.3;2008;9;17;11;37;49
2008;655.5624483;-21.683;-68.467;117.7;3.5;2008;9;17;15;12;41
2008;655.7082044;-22.465;-70.541;30;4.2;2008;9;17;18;42;34
2008;655.7627477;-20.877;-69.202;113.1;4.2;2008;9;17;20;1;6
2008;656.7857757;-22.138;-69.858;55;3.9;2008;9;18;20;34;16
2008;656.9214711;-21.835;-68.345;117.9;3.8;2008;9;18;23;49;40
2008;657.1791248;-21.753;-68.51;110.7;3.9;2008;9;19;6;0;41
2008;657.6699461;-19.656;-68.91;3.3;3.5;2008;9;19;17;47;28
2008;658.1903922;-22.255;-70.217;40.5;3.7;2008;9;20;6;16;55
2008;659.1890668;-22.204;-68.648;112.3;4.1;2008;9;21;6;15;0
2008;660.0334939;-21.137;-68.947;115.8;3.8;2008;9;22;2;30;59
2008;660.3265942;-21.119;-70.479;42.4;3.8;2008;9;22;9;33;3
2008;660.3836593;-21.866;-68.686;119;4.2;2008;9;22;10;55;13
2008;660.705525;-21.958;-68.562;131;3.5;2008;9;22;18;38;42
2008;660.7244333;-24.124;-67.375;219.7;3.8;2008;9;22;19;5;56
2008;661.4727144;-22.66;-70.353;35.7;3.5;2008;9;23;13;3;28
2008;662.1700914;-21.386;-68.287;125.9;4;2008;9;24;5;47;41
2008;662.6950125;-20.838;-69.042;105.8;3.5;2008;9;24;18;23;34
2008;663.0297536;-24.137;-67.326;191.8;3.6;2008;9;25;2;25;36
2008;663.0811332;-18.374;-69.433;120;3.8;2008;9;25;3;39;35
2008;663.3141448;-20.968;-68.6;124.4;4.1;2008;9;25;9;15;7
2008;663.8388345;-20.924;-68.936;105.1;3.6;2008;9;25;21;50;40
2008;664.1955157;-22.229;-69.242;85.3;3.7;2008;9;26;6;24;18
2008;664.2053345;-20.857;-69.032;112.4;3.9;2008;9;26;6;38;26
2008;664.3103611;-21.674;-68.53;121.5;4;2008;9;26;9;9;40
2008;664.6493176;-24.176;-67.469;209.5;3.5;2008;9;26;17;17;46
2008;665.4885462;-21.201;-68.686;119;3.7;2008;9;27;13;26;15
2008;665.7051359;-20.149;-69.151;96.4;3.6;2008;9;27;18;38;9
2008;665.8962056;-24.027;-67.228;224.3;3.5;2008;9;27;23;13;17
2008;666.6459731;-20.677;-68.834;103.5;3.9;2008;9;28;17;12;57
2008;667.3829557;-20.132;-70.332;65.4;4;2008;9;29;10;54;12
2008;667.9990431;-21.365;-68.369;121.4;4.1;2008;9;30;1;41;22
2008;668.4408476;-21.084;-68.602;126.5;4.2;2008;9;30;12;17;34
2008;668.6802167;-20.808;-69.228;103.2;4;2008;9;30;18;2;16
2008;668.8530963;-21.501;-68.062;141.6;3.6;2008;9;30;22;11;13
2008;670.3933646;-22.237;-70.529;32.6;4.2;2008;10;1;11;9;12
2008;670.7330016;-22.285;-67.713;194;4;2008;10;1;19;18;16
2008;670.8443083;-21.428;-70.268;39;3.7;2008;10;1;21;58;33
2008;670.8759674;-23.385;-69.121;91.7;4.4;2008;10;1;22;44;9
2008;671.0833962;-21.201;-68.671;118.4;4.3;2008;10;2;3;42;51
2008;671.2122282;-19.655;-69.349;99.7;3.9;2008;10;2;6;48;22
2008;671.2351553;-21.174;-68.486;131.6;4.1;2008;10;2;7;21;23
2008;671.5281554;-20.58;-70.745;26.1;3.5;2008;10;2;14;23;18
2008;671.9235565;-21.504;-68.653;110.4;3.6;2008;10;2;23;52;40
2008;672.3383269;-21.791;-68.481;122;4.2;2008;10;3;9;49;57
2008;673.1249242;-24.211;-67.517;204.3;3.7;2008;10;4;4;42;39
2008;673.5914368;-22.241;-68.585;113.7;4;2008;10;4;15;54;25
2008;674.757644;-20.038;-68.638;126.6;3.5;2008;10;5;19;53;46
2008;674.8528431;-21.214;-68.474;114;3.6;2008;10;5;22;10;51
2008;675.280559;-20.834;-69.155;107.6;3.8;2008;10;6;8;26;45
2008;675.7133523;-21.253;-68.857;92.2;3.8;2008;10;6;18;49;59
2008;675.7592231;-20.618;-69.067;97.3;3.8;2008;10;6;19;56;2
2008;676.6303025;-24.242;-67.222;209.4;3.9;2008;10;7;16;50;23
2008;676.6849273;-22.519;-70.374;34.3;3.6;2008;10;7;18;9;3
2008;676.835694;-21.478;-68.622;149.7;4.4;2008;10;7;21;46;9
2008;677.3189828;-21.935;-68.362;117.4;3.6;2008;10;8;9;22;5
2008;677.3671394;-22.212;-70.376;30.2;3.5;2008;10;8;10;31;26
2008;678.1344709;-22.027;-69.886;80.3;3.5;2008;10;9;4;56;23
2008;678.5455008;-24.011;-67;233.5;4;2008;10;9;14;48;16
2008;678.7982148;-22.188;-67.749;195.6;4;2008;10;9;20;52;11
2008;679.8877317;-20.176;-69.295;114.7;3.9;2008;10;10;23;1;5
2008;679.9245808;-21.229;-68.852;118.6;3.8;2008;10;10;23;54;9
2008;679.924581;-21.229;-68.852;119;3.8;2008;10;10;23;54;9
2008;680.1148955;-23.893;-66.696;116.5;3.9;2008;10;11;4;28;12
2008;680.6123057;-21.631;-68.266;149.4;4.2;2008;10;11;16;24;28
2008;680.7014917;-20.552;-69.058;109.7;3.6;2008;10;11;18;32;54
2008;681.8854384;-22.243;-68.806;114.6;3.7;2008;10;12;22;57;47
2008;682.0420407;-21.656;-68.475;147.6;3.7;2008;10;13;2;43;17
2008;682.0725685;-22.891;-70.681;39.1;4.3;2008;10;13;3;27;15
2008;682.2735521;-24.28;-67.077;55.3;4.4;2008;10;13;8;16;40
2008;683.0930312;-22.079;-70.259;40;3.5;2008;10;14;3;56;43
2008;683.1306447;-20.299;-68.977;113.7;4.2;2008;10;14;4;50;53
2008;683.2639367;-21.525;-68.382;131.1;3.8;2008;10;14;8;2;49
2008;683.3628266;-21.063;-68.95;113.5;3.5;2008;10;14;10;25;13
2008;683.4268441;-23.164;-68.846;108.6;3.6;2008;10;14;11;57;24
2008;683.5168612;-20.509;-68.765;115.8;3.7;2008;10;14;14;7;2
2008;683.5827146;-21.021;-68.965;110.8;3.5;2008;10;14;15;41;52
2008;683.6069773;-21.34;-68.847;113.4;4.4;2008;10;14;16;16;48
2008;684.4474219;-22.249;-70.206;39.4;3.7;2008;10;15;12;27;2
2008;684.8159981;-21.254;-68.66;123.1;4.8;2008;10;15;21;17;47
2008;684.8747597;-21.269;-68.667;111;3.7;2008;10;15;22;42;24
2008;684.874837;-21.99;-68.699;111.7;3.6;2008;10;15;22;42;31
2008;685.2555964;-22.096;-67.54;209.7;4;2008;10;16;7;50;49
2008;685.639962;-22.656;-70.388;33.7;3.5;2008;10;16;17;4;18
2008;685.7231449;-22.528;-67.959;178.5;4.2;2008;10;16;19;4;5
2008;686.4128904;-21.255;-68.722;119.7;4.4;2008;10;17;11;37;19
2008;686.6101753;-20.907;-68.848;101.9;3.7;2008;10;17;16;21;24
2008;686.736387;-20.739;-67.96;182.9;4.3;2008;10;17;19;23;9
2008;686.9876823;-21.665;-68.466;106.5;3.9;2008;10;18;1;25;1
2008;687.6166132;-21.315;-68.522;109.7;4;2008;10;18;16;30;40
2008;689.0923848;-21.04;-68.69;105;3.6;2008;10;20;3;55;47
2008;689.7628759;-22.029;-67.521;210.2;4.4;2008;10;20;20;1;18
2008;689.9434646;-24.064;-66.958;153.5;3.9;2008;10;21;0;21;20
2008;689.95532;-23.215;-68.28;134.8;3.7;2008;10;21;0;38;25
2008;690.0292929;-20.25;-69.004;115.5;3.6;2008;10;21;2;24;56
2008;690.0320885;-20.518;-68.937;103.3;3.6;2008;10;21;2;28;58
2008;690.0762019;-21.427;-70.273;38.8;3.5;2008;10;21;3;32;29
2008;690.3470069;-21.215;-70.274;39.7;3.9;2008;10;21;10;2;26
2008;691.0026383;-21.906;-67.332;197.4;4.1;2008;10;22;1;46;33
2008;691.77625;-20.8;-68.883;97.5;3.7;2008;10;22;20;20;33
2008;691.9325675;-23.965;-66.532;120.6;3.7;2008;10;23;0;5;39
2008;691.9559483;-21.721;-68.625;104.7;3.8;2008;10;23;0;39;19
2008;692.5407534;-21.38;-67.476;210.9;3.5;2008;10;23;14;41;26
2008;692.562466;-20.758;-69.179;99.2;4.5;2008;10;23;15;12;42
2008;692.6155619;-23.365;-68.5;105.8;4.5;2008;10;23;16;29;10
2008;692.9066949;-21.404;-68.902;101.9;3.7;2008;10;23;23;28;24
2008;693.0252846;-20.858;-67.519;217.7;4;2008;10;24;2;19;10
2008;693.3101959;-23.436;-70.597;30.4;3.8;2008;10;24;9;9;26
2008;694.098395;-20.175;-69.147;99.4;3.6;2008;10;25;4;4;26
2008;694.5871531;-21.177;-70.605;50.1;3.5;2008;10;25;15;48;15
2008;694.74811;-19.542;-69.203;111;4.3;2008;10;25;19;40;2
2008;694.7788208;-20.587;-68.881;102;4.1;2008;10;25;20;24;15
2008;695.0576087;-24.18;-67.413;205.3;3.8;2008;10;26;3;5;42
2008;695.2879745;-20.568;-68.94;104.3;4;2008;10;26;8;37;26
2008;695.7999049;-21.084;-68.95;110.6;3.5;2008;10;26;20;54;37
2008;696.2995753;-20.793;-70.265;44.7;5.1;2008;10;27;8;54;8
2008;696.5223188;-20.975;-68.48;144.4;4;2008;10;27;14;14;53
2008;696.6788356;-19.582;-70.708;26;3.6;2008;10;27;18;0;16
2008;697.0043935;-22.295;-68.995;95.7;3.7;2008;10;28;1;49;5
2008;697.2126183;-20.515;-68.924;104.3;4.5;2008;10;28;6;48;55
2008;697.4178574;-22.445;-70.347;35.3;3.6;2008;10;28;11;44;28
2008;697.7453657;-22.883;-69.042;111;4.6;2008;10;28;19;36;5
2008;698.4335632;-21.509;-68.473;127.3;3.5;2008;10;29;12;7;5
2008;698.5178244;-21.121;-68.519;127.9;3.8;2008;10;29;14;8;25
2008;698.6958889;-20.763;-68.821;106;4.5;2008;10;29;18;24;50
2008;698.8905926;-23.213;-70.666;28.6;3.7;2008;10;29;23;5;12
2008;699.5256287;-21.05;-68.848;111.5;4.1;2008;10;30;14;19;39
2008;699.7166613;-20.168;-69.147;98.5;4.1;2008;10;30;18;54;45
2008;699.9825833;-21.261;-67.289;186.1;3.6;2008;10;31;1;17;40
2008;700.0035184;-22.212;-68.918;112.5;3.6;2008;10;31;1;47;49
2008;700.0975399;-21.226;-67.258;196.2;3.5;2008;10;31;4;3;13
2008;700.4687226;-19.46;-69.438;99.9;3.8;2008;10;31;12;57;43
2008;700.7231338;-20.828;-69.059;108.3;3.9;2008;10;31;19;4;4
2008;700.7495025;-22.609;-70.346;36;3.5;2008;10;31;19;42;2
2008;700.9269731;-19.968;-70.539;27.6;4;2008;10;31;23;57;36
2008;700.0249568;-21.131;-68.631;111.7;4;2008;11;1;2;18;41
2008;700.4572964;-21.004;-68.556;140.8;3.9;2008;11;1;12;41;15
2008;700.4637192;-20.255;-69.017;105.9;3.5;2008;11;1;12;50;30
2008;700.529349;-21.32;-67.649;214.8;4.1;2008;11;1;14;25;1
2008;701.5421187;-21.089;-68.938;112.4;3.6;2008;11;2;14;43;24
2008;701.6374102;-21.536;-68.823;108.5;3.5;2008;11;2;17;0;37
2008;702.1276318;-18.501;-69.503;123;5.2;2008;11;3;4;46;32
2008;702.6775556;-22.356;-68.44;117;3.9;2008;11;3;17;58;26
2008;702.9602494;-24.007;-67.336;222.6;3.8;2008;11;4;0;45;31
2008;703.0081752;-21.184;-68.277;129.6;3.7;2008;11;4;1;54;31
2008;703.0973851;-19.776;-70.507;32.5;3.8;2008;11;4;4;2;59
2008;703.108767;-23.24;-68.865;98.3;3.5;2008;11;4;4;19;23
2008;704.1045235;-20.927;-67.696;200.9;3.8;2008;11;5;4;13;16
2008;704.4523483;-21.023;-68.799;118.3;4.2;2008;11;5;12;34;8
2008;704.87704;-21.326;-68.415;121.3;3.8;2008;11;5;22;45;41
2008;706.1925787;-20.882;-69.003;112;4;2008;11;7;6;20;4
2008;706.5006328;-20.279;-68.074;177.1;3.8;2008;11;7;13;43;40
2008;706.7804442;-24.165;-67.279;207.8;3.9;2008;11;7;20;26;35
2008;706.8287324;-22.582;-68.778;94.3;3.9;2008;11;7;21;36;8
2008;706.9073491;-22.753;-68.347;119.9;3.6;2008;11;7;23;29;20
2008;707.1053876;-19.991;-69.171;104.6;3.6;2008;11;8;4;14;31
2008;707.1529587;-21.849;-68.562;125.1;3.5;2008;11;8;5;23;1
2008;707.3311851;-22.41;-67.739;184.6;3.6;2008;11;8;9;39;39
2008;707.6790412;-22.452;-68.602;111.1;4;2008;11;8;18;0;34
2008;707.9837729;-21.252;-68.722;117.8;4.1;2008;11;9;1;19;23
2008;708.0126741;-20.155;-69.24;108.9;4.2;2008;11;9;2;1;0
2008;708.1233271;-21.417;-68.513;103.7;3.5;2008;11;9;4;40;21
2008;708.2929801;-23.922;-67.342;265.1;4.3;2008;11;9;8;44;39
2008;708.3833645;-22.121;-67.428;191.2;3.6;2008;11;9;10;54;48
2008;708.7592081;-22.667;-70.295;36.8;3.7;2008;11;9;19;56;1
2008;708.7946769;-21.492;-68.393;124.7;3.6;2008;11;9;20;47;5
2008;709.1904338;-21.738;-68.431;126.1;4.2;2008;11;10;6;16;59
2008;709.465284;-20.987;-68.555;124.8;3.6;2008;11;10;12;52;46
2008;709.5862922;-19.704;-69.303;104.1;4.7;2008;11;10;15;47;1
2008;710.0915052;-24.123;-67.294;201.4;3.8;2008;11;11;3;54;31
2008;710.6324854;-21.334;-68.942;95.3;3.9;2008;11;11;16;53;32
2008;710.7183852;-20.027;-69.185;97;3.8;2008;11;11;18;57;14
2008;710.989269;-20.412;-69.976;58.9;3.5;2008;11;12;1;27;18
2008;711.1522626;-21.386;-68.469;129.3;3.6;2008;11;12;5;22;1
2008;712.1996891;-24.212;-67.295;206.1;3.6;2008;11;13;6;30;18
2008;712.5128751;-21.703;-68.434;117.3;3.5;2008;11;13;14;1;17
2008;712.9591047;-19.544;-68.986;116.7;3.5;2008;11;14;0;43;52
2008;713.1526226;-19.399;-70.333;46.1;3.5;2008;11;14;5;22;32
2008;713.1874875;-21.636;-68.45;115.6;3.8;2008;11;14;6;12;44
2008;713.4880356;-19.112;-69.433;100.6;3.5;2008;11;14;13;25;31
2008;714.0337398;-21.189;-68.473;126.6;3.5;2008;11;15;2;31;20
2008;714.0672223;-19.891;-69.203;100.7;3.5;2008;11;15;3;19;33
2008;714.403065;-20.458;-69.055;98.1;4.1;2008;11;15;11;23;10
2008;714.6562745;-22.205;-68.621;109.8;3.7;2008;11;15;17;27;47
2008;714.6932898;-19.774;-69.338;112.8;4.6;2008;11;15;18;21;5
2008;714.8709644;-23.03;-70.204;51.8;4;2008;11;15;22;36;56
2008;714.9525201;-21.028;-68.935;111.7;4;2008;11;16;0;34;23
2008;716.0621407;-24.067;-67.336;207.1;3.5;2008;11;17;3;12;14
2008;716.2257259;-21.146;-68.923;93.8;3.7;2008;11;17;7;7;48
2008;716.5043902;-20.816;-69.035;111.8;4;2008;11;17;13;49;4
2008;717.2981596;-23.184;-70.222;49;4;2008;11;18;8;52;6
2008;717.6660509;-23.988;-66.89;216.1;3.8;2008;11;18;17;41;52
2008;717.706612;-24.006;-67.388;213.3;4;2008;11;18;18;40;16
2008;718.7981838;-22.405;-67.816;186.7;4.6;2008;11;19;20;52;8
2008;718.8107912;-24.133;-67.399;202.8;3.9;2008;11;19;21;10;17
2008;718.9322068;-23.816;-67.205;242.7;4.7;2008;11;20;0;5;8
2008;719.0408507;-21.292;-68.795;116.1;3.5;2008;11;20;2;41;35
2008;719.1657948;-20.582;-68.887;102.6;3.8;2008;11;20;5;41;30
2008;719.3966051;-21.37;-68.108;163.8;4.1;2008;11;20;11;13;52
2008;720.2889498;-22.09;-70.125;68.1;4;2008;11;21;8;38;50
2008;720.844209;-24.041;-67.261;234.9;4.3;2008;11;21;21;58;25
2008;720.8690171;-24.038;-67.335;220.1;3.9;2008;11;21;22;34;8
2008;720.8924208;-23.945;-69.523;87.5;5.4;2008;11;21;23;7;50
2008;721.2728465;-22.736;-68.78;97;3.8;2008;11;22;8;15;39
2008;721.2942755;-24.059;-67.494;247.1;4.2;2008;11;22;8;46;30
2008;721.3851008;-21.164;-67.478;188.1;3.6;2008;11;22;10;57;18
2008;723.3056853;-23.955;-67.171;240.7;4.3;2008;11;24;9;2;56
2008;723.361303;-21.175;-68.743;104.7;3.9;2008;11;24;10;23;2
2008;723.519667;-22.106;-67.384;187.5;3.5;2008;11;24;14;11;4
2008;723.6657326;-20.86;-69.024;113.4;4.4;2008;11;24;17;41;24
2008;724.0804777;-21.455;-68.396;113.8;3.6;2008;11;25;3;38;38
2008;724.2859948;-20.933;-70.046;58.3;3.6;2008;11;25;8;34;35
2008;725.0208509;-20.894;-67.94;182.5;4;2008;11;26;2;12;47
2008;725.1071166;-22.473;-68.239;163.2;4.8;2008;11;26;4;16;60
2008;725.1725946;-19.974;-69.07;105.3;3.8;2008;11;26;5;51;17
2008;725.265984;-20.915;-67.696;208.3;3.6;2008;11;26;8;5;46
2008;725.2760142;-23.471;-70.991;60.5;4.3;2008;11;26;8;20;13
2008;725.3528685;-22.154;-70.181;49.6;3.7;2008;11;26;10;10;53
2008;725.5273778;-22.4;-68.606;119.8;3.7;2008;11;26;14;22;11
2008;725.9390459;-20.914;-68.91;107.2;3.7;2008;11;27;0;14;59
2008;726.0812821;-21.543;-68.764;96.9;3.5;2008;11;27;3;39;48
2008;726.2301265;-20.708;-68.856;101.6;3.7;2008;11;27;7;14;8
2008;726.5529701;-21.237;-68.653;102.9;4.2;2008;11;27;14;59;2
2008;726.8015065;-20.463;-68.773;114.6;4.1;2008;11;27;20;56;55
2008;727.6780475;-21.193;-68.431;130.2;3.9;2008;11;28;17;59;8
2008;727.7253056;-21.236;-68.872;121.5;3.6;2008;11;28;19;7;11
2008;728.3326531;-20.311;-69.149;118;3.5;2008;11;29;9;41;46
2008;728.3948634;-24.118;-67.384;199.4;3.8;2008;11;29;11;11;21
2008;728.5675248;-20.797;-69.088;108.6;3.5;2008;11;29;15;19;59
2008;728.6341406;-22.215;-68.732;101.4;3.5;2008;11;29;16;55;55
2008;729.3388711;-23.108;-70.622;40.5;4.5;2008;11;30;9;50;44
2008;732.072248;-21.508;-68.422;127.2;3.7;2008;12;2;3;26;47
2008;732.3280216;-20.423;-69.694;47.8;3.5;2008;12;2;9;35;6
2008;732.4204802;-22.46;-68.628;111.6;3.5;2008;12;2;11;48;15
2008;732.4887587;-21.397;-68.805;103.8;4.2;2008;12;2;13;26;34
2008;732.764381;-21.14;-68.626;113.6;4.8;2008;12;2;20;3;28
2008;733.0077431;-22.033;-68.747;116;3.7;2008;12;3;1;53;54
2008;733.162356;-19.402;-69.31;113.5;3.8;2008;12;3;5;36;33
