year;time;latitude;longitude;depth;mag;a;b;c;d;e;f
2007;1.170731597;-21.126;-68.51;138.3;3.6;2007;1;2;5;48;36
2007;2.193045833;-19.832;-69.008;107.7;3.8;2007;1;3;6;20;44
2007;2.95270544;-22.361;-70.381;63.2;4.4;2007;1;4;0;34;39
2007;3.049925347;-19.485;-69.429;103.6;4.7;2007;1;4;2;54;39
2007;3.235598958;-20.217;-69.182;98;3.6;2007;1;4;7;22;1
2007;3.416892824;-20.92;-69.186;108.4;3.6;2007;1;4;11;43;5
2007;4.568712616;-20.844;-68.948;108.5;3.7;2007;1;5;15;21;42
2007;5.020926505;-20.148;-69.148;96.7;3.8;2007;1;6;2;12;53
2007;5.513478935;-20.171;-69.133;97.4;4.7;2007;1;6;14;2;10
2007;5.777737963;-21.197;-68.431;129.1;3.7;2007;1;6;20;22;42
2007;5.983952315;-21.985;-68.624;125.1;4.2;2007;1;7;1;19;39
2007;6.159007755;-20.941;-67.715;202;3.9;2007;1;7;5;31;43
2007;6.205960648;-21.27;-68.738;120.1;4.2;2007;1;7;6;39;20
2007;6.292609722;-20.059;-69.166;99;3.9;2007;1;7;8;44;7
2007;6.663202778;-21.757;-68.446;122.9;3.8;2007;1;7;17;37;46
2007;7.537739468;-21.088;-68.939;113.3;4.2;2007;1;8;14;37;6
2007;7.697594444;-21.342;-68.407;118.8;4.2;2007;1;8;18;27;17
2007;8.139182176;-20.541;-69.104;93.5;3.5;2007;1;9;5;3;10
2007;9.133384491;-21.217;-68.242;149;3.8;2007;1;10;4;54;50
2007;9.92925706;-20.562;-70.587;36.8;3.5;2007;1;11;0;0;53
2007;10.12941863;-21.568;-68.415;124.5;3.8;2007;1;11;4;49;7
2007;11.16779016;-21.062;-68.86;113.3;3.9;2007;1;12;5;44;22
2007;11.59181991;-22.568;-68.708;106.9;3.7;2007;1;12;15;54;58
2007;11.73588819;-21.792;-69.877;60.6;4.3;2007;1;12;19;22;26
2007;12.64432963;-22.373;-68.655;106.8;3.8;2007;1;13;17;10;35
2007;13.0241838;-20.567;-68.921;103.8;4;2007;1;14;2;17;35
2007;13.26530544;-19.923;-69.302;107.2;3.6;2007;1;14;8;4;47
2007;14.37038079;-20.857;-67.525;219.2;3.6;2007;1;15;10;36;6
2007;15.47079329;-22.227;-68.744;114.4;3.5;2007;1;16;13;0;42
2007;15.51309236;-20.98;-69.632;74.6;3.5;2007;1;16;14;1;36
2007;16.5221684;-20.189;-69.185;93.2;3.5;2007;1;17;14;14;40
2007;16.7945;-22.888;-68.818;92.5;3.9;2007;1;17;20;46;50
2007;17.36397384;-20.275;-68.772;112.6;5.2;2007;1;18;10;26;52
2007;17.81306528;-21.91;-67.58;215.8;4;2007;1;18;21;13;34
2007;17.89215;-21.745;-68.452;106.9;4.2;2007;1;18;23;7;27
2007;18.31987454;-21.51;-68.386;115.9;4.3;2007;1;19;9;23;22
2007;18.90184259;-21.204;-68.617;106.9;3.8;2007;1;19;23;21;24
2007;20.17020289;-21.144;-68.74;109.2;3.9;2007;1;21;5;47;51
2007;20.2359978;-20.806;-69.232;86;3.8;2007;1;21;7;22;35
2007;20.26633646;-22.383;-68.197;165.2;3.5;2007;1;21;8;6;17
2007;20.79077431;-20.746;-69.192;100.3;4.1;2007;1;21;20;41;28
2007;22.05847222;-20.363;-69.418;87.6;3.8;2007;1;23;3;6;57
2007;22.77842222;-20.125;-69.159;94.4;3.5;2007;1;23;20;23;41
2007;23.05296123;-22.059;-67.599;200;4.2;2007;1;24;2;59;1
2007;23.5005456;-18.736;-69.535;110.7;4.6;2007;1;24;13;43;32
2007;23.5248066;-20.9;-70.399;62.5;3.6;2007;1;24;14;18;28
2007;23.6812706;-20.848;-68.844;102.2;3.5;2007;1;24;18;3;47
2007;24.07713831;-20.032;-69.195;101.9;4.2;2007;1;25;3;33;50
2007;24.25513241;-22.439;-68.635;119.5;3.8;2007;1;25;7;50;9
2007;25.31532928;-21.14;-68.875;114.3;4;2007;1;26;9;16;50
2007;25.61658773;-20.841;-69.136;108.2;3.6;2007;1;26;16;30;38
2007;25.64080324;-20.21;-68.801;117.2;4;2007;1;26;17;5;30
2007;25.96315243;-21.137;-68.384;120.9;3.8;2007;1;27;0;49;41
2007;25.974064;-20.291;-69.243;96.4;4.2;2007;1;27;1;5;24
2007;26.79023981;-22.234;-68.729;104.9;4.2;2007;1;27;20;40;42
2007;28.12754236;-22.888;-68.916;99.8;4.3;2007;1;29;4;46;25
2007;28.48143819;-19.646;-68.884;4.3;4.4;2007;1;29;13;16;1
2007;29.41040405;-20.994;-68.925;106;3.6;2007;1;30;11;33;44
2007;30.315664;-21.061;-68.859;114.7;4.1;2007;1;31;9;17;18
2007;30.35084641;-20.604;-69.234;111.3;3.9;2007;1;31;10;7;58
2007;30.38847836;-22.505;-67.973;178.1;3.5;2007;1;31;11;2;10
2007;30.90276574;-21.099;-68.84;111.8;3.5;2007;1;31;23;22;44
2007;59.76973704;-20.739;-69.154;109.2;3.9;2007;2;1;20;11;10
2007;59.86850995;-21.038;-68.71;123.3;3.8;2007;2;1;22;33;24
2007;59.89764028;-20.288;-69.243;96.8;4.3;2007;2;1;23;15;21
2007;60.06492338;-21.065;-68.934;112.6;4.3;2007;2;2;3;16;14
2007;60.18835255;-20.12;-69.041;106;3.5;2007;2;2;6;13;59
2007;60.25549444;-21.147;-68.473;135.4;3.7;2007;2;2;7;50;40
2007;60.71691898;-21.129;-68.535;124.6;3.8;2007;2;2;18;55;7
2007;61.42787986;-21.532;-69.643;24.4;3.5;2007;2;3;11;58;54
2007;61.56375208;-22.269;-68.673;116.6;3.5;2007;2;3;15;14;33
2007;62.4804934;-21.851;-68.655;103.8;3.8;2007;2;4;13;14;40
2007;62.94766875;-21.059;-68.797;111;3.8;2007;2;5;0;27;24
2007;63.0655537;-19.985;-69.13;106.7;4.9;2007;2;5;3;17;9
2007;63.08106887;-21.683;-68.673;112;3.6;2007;2;5;3;39;29
2007;63.43218692;-20.99;-68.819;98.1;3.7;2007;2;5;12;5;6
2007;64.01036088;-21.482;-68.429;132;4;2007;2;6;1;57;40
2007;64.06882755;-20.177;-69.163;98;4;2007;2;6;3;21;52
2007;64.49434907;-20.186;-69.192;99.8;3.6;2007;2;6;13;34;37
2007;64.9766375;-21.223;-68.527;124;3.6;2007;2;7;1;9;7
2007;65.01265139;-21.076;-68.652;106.3;4.1;2007;2;7;2;0;58
2007;65.37810428;-21.279;-68.763;107.1;3.9;2007;2;7;10;47;13
2007;65.39543715;-21.397;-68.805;113.6;3.8;2007;2;7;11;12;11
2007;65.48858715;-20.623;-67.966;190.3;3.7;2007;2;7;13;26;19
2007;66.13018368;-20.894;-69.034;108.1;3.7;2007;2;8;4;50;13
2007;66.24910451;-20.887;-67.726;195.8;3.9;2007;2;8;7;41;28
2007;66.34002002;-20.545;-69.139;93.4;3.8;2007;2;8;9;52;23
2007;67.56755428;-21.295;-70.502;58.7;3.8;2007;2;9;15;20;2
2007;67.91898796;-21.023;-69.634;84.1;4.2;2007;2;9;23;46;6
2007;68.39428588;-21.261;-67.354;190.8;3.7;2007;2;10;11;10;31
2007;70.24195185;-21.06;-68.927;113;3.8;2007;2;12;7;31;10
2007;70.29108171;-20.065;-69.162;98.2;4.5;2007;2;12;8;41;55
2007;70.59316551;-20.253;-70.275;41.1;4.3;2007;2;12;15;56;55
2007;70.8709581;-20.736;-69.259;106.2;4.1;2007;2;12;22;36;56
2007;71.02520718;-21.726;-67.592;219.7;4;2007;2;13;2;19;3
2007;71.08863507;-20.009;-69.193;102.4;3.9;2007;2;13;3;50;23
2007;71.17665278;-19.559;-70.752;25.9;3.9;2007;2;13;5;57;8
2007;71.67764306;-21.211;-68.804;114.4;3.5;2007;2;13;17;58;33
2007;71.84031713;-21.822;-70.278;41.4;3.6;2007;2;13;21;52;48
2007;71.92012616;-21.269;-68.624;120.3;3.5;2007;2;13;23;47;44
2007;72.52715208;-19.687;-70.115;81.7;5.7;2007;2;14;14;21;51
2007;72.81333056;-22.305;-67.543;219.8;4.4;2007;2;14;21;13;57
2007;72.90218194;-20.877;-69.061;109;3.7;2007;2;14;23;21;54
2007;73.23917604;-21.29;-68.569;117.4;3.5;2007;2;15;7;27;10
2007;73.42334525;-20.175;-69.186;96.6;4.1;2007;2;15;11;52;22
2007;73.71861667;-21.196;-68.808;115.5;3.5;2007;2;15;18;57;34
2007;74.48916354;-21.289;-67.712;209.1;3.6;2007;2;16;13;27;9
2007;76.17517222;-21.377;-70.546;55.1;3.6;2007;2;18;5;54;60
2007;77.09447882;-21.529;-68.895;103.2;3.8;2007;2;19;3;58;48
2007;77.24718356;-21.043;-68.81;101.5;3.5;2007;2;19;7;38;42
2007;78.59869387;-21.823;-69.26;90.7;4.7;2007;2;20;16;4;52
2007;79.08036424;-21.155;-68.612;116.5;3.6;2007;2;21;3;38;29
2007;79.38791493;-19.824;-69.282;102.6;3.6;2007;2;21;11;1;21
2007;79.65071667;-21.266;-68.666;119;3.8;2007;2;21;17;19;47
2007;79.82410926;-19.73;-68.937;3.1;3.9;2007;2;21;21;29;28
2007;80.22958993;-21.144;-68.935;97.8;3.5;2007;2;22;7;13;22
2007;80.30622882;-21.165;-68.659;120.8;3.7;2007;2;22;9;3;43
2007;80.69775417;-21.585;-68.436;128.5;3.5;2007;2;22;18;27;31
2007;81.30223356;-22.171;-70.193;43.9;3.8;2007;2;23;8;57;58
2007;81.49093021;-19.964;-69.06;112.3;3.8;2007;2;23;13;29;41
2007;82.24356944;-20.531;-70.463;33.9;3.7;2007;2;24;7;33;29
2007;82.28671111;-20.429;-68.734;107.5;3.6;2007;2;24;8;35;37
2007;82.49326007;-21.671;-68.428;124.4;5.1;2007;2;24;13;33;3
2007;82.54294375;-21.189;-69.767;65.2;4;2007;2;24;14;44;35
2007;82.68320185;-20.564;-69.032;96.6;3.9;2007;2;24;18;6;34
2007;83.53385868;-21.093;-68.901;109.9;4.1;2007;2;25;14;31;30
2007;83.72293843;-19.874;-69.186;100.5;3.8;2007;2;25;19;3;47
2007;84.65393519;-21.131;-68.489;136.4;3.9;2007;2;26;17;24;25
2007;84.67755532;-20.293;-69.194;103.3;5.2;2007;2;26;17;58;26
2007;84.78816181;-20.527;-70.459;33.1;3.9;2007;2;26;20;37;42
2007;85.00868021;-20.336;-68.855;114.3;4.8;2007;2;27;1;55;15
2007;90.6710463;-21.774;-68.313;129.1;3.8;2007;3;1;17;49;3
2007;90.86211481;-20.915;-69.027;108.9;3.7;2007;3;1;22;24;12
2007;90.91375093;-20.822;-69.088;108.8;3.5;2007;3;1;23;38;33
2007;91.03927905;-21.3;-69.836;59.5;4.7;2007;3;2;2;39;19
2007;92.07561528;-21.621;-68.462;100.3;3.9;2007;3;3;3;31;38
2007;92.25095972;-19.766;-70.507;32.5;3.5;2007;3;3;7;44;8
2007;92.80580417;-21.776;-68.515;113.4;3.6;2007;3;3;21;3;7
2007;92.97087488;-20.464;-70.222;43.7;3.6;2007;3;4;1;0;49
2007;93.77525417;-20.903;-67.956;185.2;3.7;2007;3;4;20;19;7
2007;93.91326111;-21.608;-68.352;132.6;3.5;2007;3;4;23;37;51
2007;94.50514074;-22.066;-68.63;106.4;3.9;2007;3;5;13;50;9
2007;94.96287535;-23.042;-69.647;68.8;3.5;2007;3;6;0;49;18
2007;95.40401794;-20.867;-67.948;178.6;3.8;2007;3;6;11;24;32
2007;96.14394248;-18.172;-69.893;128.8;4.1;2007;3;7;5;10;2
2007;96.21460602;-22.053;-69.326;93.9;3.5;2007;3;7;6;51;47
2007;96.34625162;-20.062;-69.172;97.1;3.6;2007;3;7;10;1;21
2007;96.54743935;-20.142;-68.734;120.1;5;2007;3;7;14;51;4
2007;96.85491713;-21.992;-68.447;113.1;3.6;2007;3;7;22;13;50
2007;97.01865671;-23.313;-69.312;80.3;3.9;2007;3;8;2;9;37
2007;97.09694236;-22.13;-68.62;117.9;3.6;2007;3;8;4;2;21
2007;97.24989178;-21.707;-68.405;124.4;3.5;2007;3;8;7;42;36
2007;97.95817164;-20.439;-69.068;105.8;3.5;2007;3;9;0;42;31
2007;98.02605116;-19.778;-69.287;106;3.6;2007;3;9;2;20;16
2007;98.0903485;-20.237;-69.154;95.6;3.6;2007;3;9;3;52;51
2007;98.32624722;-23.301;-69.226;88.7;3.5;2007;3;9;9;32;33
2007;99.28017488;-21.154;-68.617;105.6;3.6;2007;3;10;8;26;12
2007;99.52272118;-22.886;-70.352;37.8;4;2007;3;10;14;15;28
2007;99.52439352;-22.916;-70.417;33.1;3.5;2007;3;10;14;17;53
2007;99.5487875;-20.17;-69.212;103.9;4.7;2007;3;10;14;53;0
2007;99.66738056;-21.038;-68.919;110.4;3.5;2007;3;10;17;43;47
2007;100.9289463;-21.247;-68.722;112.4;3.5;2007;3;12;0;0;26
2007;100.9722694;-21.979;-68.53;123.2;4.2;2007;3;12;1;2;49
2007;101.4932834;-21.422;-68.362;144.1;4;2007;3;12;13;33;5
2007;101.5081764;-21.653;-70.575;35;5.2;2007;3;12;13;54;32
2007;101.8547833;-21.307;-68.719;122;4.5;2007;3;12;22;13;38
2007;102.0864223;-18.357;-69.442;124.2;3.8;2007;3;13;3;47;12
2007;102.1709191;-22.631;-68.795;98.7;3.9;2007;3;13;5;48;52
2007;102.3861925;-22.686;-68.548;98.4;3.5;2007;3;13;10;58;52
2007;102.4466461;-24.185;-69.438;104.7;4;2007;3;13;12;25;55
2007;102.51122;-20.064;-69.208;102;3.6;2007;3;13;13;58;54
2007;102.5845302;-19.66;-68.904;2.2;4.3;2007;3;13;15;44;28
2007;102.6655907;-19.857;-69.163;101.9;3.5;2007;3;13;17;41;12
2007;103.8272583;-20.11;-69.215;100.2;5.5;2007;3;14;21;34;0
2007;104.1015133;-22.88;-68.973;98.2;4;2007;3;15;4;8;56
2007;104.8463014;-21.2;-67.48;219.6;3.9;2007;3;15;22;1;26
2007;105.8008076;-19.713;-70.1;80.5;4.4;2007;3;16;20;55;55
2007;105.931191;-21.096;-68.486;134.3;4.2;2007;3;17;0;3;40
2007;106.0195956;-22.536;-68.757;97.8;3.6;2007;3;17;2;10;58
2007;106.3458135;-21.096;-68.504;130.1;3.7;2007;3;17;10;0;43
2007;106.5240838;-21.058;-68.771;117.7;3.5;2007;3;17;14;17;26
2007;106.7071937;-22.17;-68.767;124.7;3.6;2007;3;17;18;41;7
2007;107.130206;-23.46;-69.293;82.1;3.5;2007;3;18;4;50;15
2007;107.2770554;-20.881;-69.148;107;3.5;2007;3;18;8;21;43
2007;107.3513892;-22.101;-68.624;109.3;4.1;2007;3;18;10;8;45
2007;107.4952478;-22.728;-70.254;67.8;3.5;2007;3;18;13;35;54
2007;107.6818398;-19.649;-68.906;0.3;4;2007;3;18;18;4;36
2007;107.9753943;-21.31;-69.866;58.8;4.5;2007;3;19;1;7;19
2007;108.007117;-18.246;-69.673;134;4.5;2007;3;19;1;52;60
2007;108.1771649;-19.761;-68.913;5;4.3;2007;3;19;5;57;52
2007;108.2547615;-21.615;-68.356;116.5;3.5;2007;3;19;7;49;36
2007;109.4758801;-21.908;-68.547;117;3.5;2007;3;20;13;8;1
2007;109.5581682;-21.678;-68.257;147.8;4;2007;3;20;15;6;31
2007;110.3822377;-19.657;-68.9;4.1;3.8;2007;3;21;10;53;10
2007;110.4528632;-21.126;-68.632;126;3.9;2007;3;21;12;34;52
2007;110.492308;-21.321;-67.979;158.9;3.5;2007;3;21;13;31;40
2007;111.2159647;-23.574;-68.198;143.9;3.6;2007;3;22;6;53;44
2007;111.4204838;-20.907;-69.551;85.5;3.9;2007;3;22;11;48;15
2007;111.6094355;-18.824;-69.296;116.3;3.5;2007;3;22;16;20;20
2007;111.9359522;-21.783;-68.38;119.4;3.7;2007;3;23;0;10;31
2007;112.123325;-21.347;-70.102;76.8;3.6;2007;3;23;4;40;20
2007;112.210434;-21.959;-68.541;114;3.8;2007;3;23;6;45;47
2007;112.2420903;-21.977;-68.594;119.3;4.8;2007;3;23;7;31;22
2007;112.2648764;-20.345;-68.783;110.6;3.5;2007;3;23;8;4;10
2007;112.8682567;-20.606;-68.895;105.5;3.5;2007;3;23;22;33;2
2007;113.4874463;-21.142;-68.751;107;3.9;2007;3;24;13;24;40
2007;113.729925;-19.862;-70.384;32.5;6;2007;3;24;19;13;51
2007;113.8010241;-21.463;-68.402;122.9;3.5;2007;3;24;20;56;14
2007;113.9543905;-21.792;-68.625;122.7;4.1;2007;3;25;0;37;4
2007;114.2170024;-21.45;-68.425;131.5;3.5;2007;3;25;6;55;14
2007;114.3098703;-19.67;-68.881;1;4.6;2007;3;25;9;8;58
2007;114.6006255;-21.109;-68.915;114.3;3.8;2007;3;25;16;7;39
2007;114.9055972;-22.72;-68.914;103.6;3.6;2007;3;25;23;26;49
2007;115.2775326;-20.734;-67.588;214.3;3.8;2007;3;26;8;22;24
2007;115.8039229;-19.415;-69.361;115.2;5.4;2007;3;26;21;0;24
2007;115.9927019;-19.897;-69.18;98;3.5;2007;3;27;1;32;15
2007;116.0039633;-22.147;-68.561;113.2;3.5;2007;3;27;1;48;28
2007;116.0397192;-21.223;-68.826;116.5;3.5;2007;3;27;2;39;57
2007;116.7303088;-19.751;-69.753;75.2;4.3;2007;3;27;19;14;24
2007;117.2798885;-21.141;-68.669;110.4;4;2007;3;28;8;25;47
2007;117.4400103;-20.268;-69.095;96.8;3.8;2007;3;28;12;16;22
2007;117.8434759;-21.612;-68.359;122.1;4.1;2007;3;28;21;57;21
2007;118.0150057;-18.606;-69.639;103.5;3.9;2007;3;29;2;4;22
2007;118.1217528;-20.135;-69.568;83;3.9;2007;3;29;4;38;5
2007;118.1381946;-21.617;-70.409;31.1;3.8;2007;3;29;5;1;45
2007;118.2845425;-21.858;-67.385;227.4;3.7;2007;3;29;8;32;30
2007;118.5685917;-21.04;-69.004;112.8;3.6;2007;3;29;15;21;31
2007;118.6036604;-21.203;-67.951;183.8;4.2;2007;3;29;16;12;1
2007;119.7977125;-21.539;-68.939;95;3.6;2007;3;30;20;51;27
2007;120.885088;-21.084;-68.916;112.2;3.5;2007;3;31;22;57;17
2007;119.954145;-21.718;-68.373;122.8;3.7;2007;4;1;0;36;43
2007;120.4297933;-21.214;-68.774;113.3;3.6;2007;4;1;12;1;39
2007;121.1947228;-22.844;-68.956;89.3;3.5;2007;4;2;6;23;9
2007;121.2482414;-22.606;-68.818;111.4;4.3;2007;4;2;7;40;13
2007;122.0066212;-19.957;-69.189;99.5;3.8;2007;4;3;1;52;17
2007;122.3668103;-20.203;-69.152;101;4;2007;4;3;10;30;57
2007;123.09218;-20.635;-68.956;96;3.7;2007;4;4;3;55;29
2007;123.2254896;-19.906;-69.495;108.4;4.1;2007;4;4;7;7;27
2007;123.2480912;-21.53;-68.313;160.4;4.7;2007;4;4;7;40;0
2007;123.9397337;-21.086;-68.551;127.9;4.1;2007;4;5;0;15;58
2007;124.2230981;-20.761;-70.07;46.6;4;2007;4;5;7;4;1
2007;124.8986287;-21.054;-68.942;111.5;3.7;2007;4;5;23;16;47
2007;125.3458478;-21.451;-68.617;108.5;4.2;2007;4;6;10;0;46
2007;125.586595;-21.52;-68.323;132.9;3.6;2007;4;6;15;47;27
2007;125.7060556;-20.597;-69.026;95.7;3.6;2007;4;6;18;39;28
2007;125.7750829;-19.96;-69.184;98.2;4.1;2007;4;6;20;18;52
2007;127.1954834;-21.757;-68.463;121;3.5;2007;4;8;6;24;15
2007;127.7268905;-21.164;-68.483;127;3.6;2007;4;8;19;9;28
2007;127.8861991;-21.532;-68.643;120.1;4.2;2007;4;8;22;58;53
2007;127.9042009;-21.244;-68.835;116.8;3.7;2007;4;8;23;24;48
2007;128.9654513;-21.168;-68.445;136;3.5;2007;4;10;0;53;0
2007;129.4451127;-19.705;-69.31;105.9;4.8;2007;4;10;12;23;43
2007;129.6769278;-23.083;-68.823;104.2;4.8;2007;4;10;17;57;32
2007;130.4156431;-22.31;-68.814;101.3;4;2007;4;11;11;41;17
2007;130.8850699;-21.506;-68.429;127.2;4.3;2007;4;11;22;57;15
2007;131.0530149;-18.734;-69.66;109.7;5.5;2007;4;12;2;59;6
2007;131.4109877;-22.98;-69.091;107;3.6;2007;4;12;11;34;34
2007;131.9370426;-21.805;-68.442;121.3;3.5;2007;4;13;0;12;6
2007;131.9745387;-19.727;-69.358;96.9;3.8;2007;4;13;1;6;5
2007;132.43557;-20.612;-68.905;103.1;4.5;2007;4;13;12;9;58
2007;132.4819823;-19.719;-69.429;99;4.2;2007;4;13;13;16;48
2007;132.5518419;-20.735;-69.114;69.3;3.7;2007;4;13;14;57;24
2007;132.7093176;-21.211;-68.899;89.8;3.6;2007;4;13;18;44;10
2007;133.169989;-23.646;-69.133;84.3;3.7;2007;4;14;5;47;32
2007;133.6694447;-21.278;-68.603;119.3;3.8;2007;4;14;17;46;45
2007;133.8076479;-21.413;-68.411;128.5;3.5;2007;4;14;21;5;46
2007;134.0179622;-21.575;-68.415;132.8;5.3;2007;4;15;2;8;37
2007;134.2485866;-19.655;-68.901;3.3;3.7;2007;4;15;7;40;43
2007;134.4862233;-22.679;-68.999;86.7;3.7;2007;4;15;13;22;55
2007;134.8189921;-19.852;-69.406;93;3.7;2007;4;15;21;22;6
2007;134.8801509;-23.944;-67.25;230.4;3.9;2007;4;15;22;50;10
2007;135.0324207;-19.966;-69.171;98.3;3.5;2007;4;16;2;29;26
2007;135.3410716;-23.257;-69.223;100.2;5;2007;4;16;9;53;54
2007;135.7146419;-20.403;-68.834;107.6;3.5;2007;4;16;18;51;50
2007;135.869475;-21.019;-69.888;59.5;4.4;2007;4;16;22;34;48
2007;136.347203;-19.301;-69.384;106.2;4.2;2007;4;17;10;2;43
2007;137.5111352;-21.069;-68.909;112.6;3.6;2007;4;18;13;58;47
2007;137.7300468;-19.663;-68.906;3.2;3.7;2007;4;18;19;14;1
2007;137.7609431;-23.93;-67.158;223.4;3.8;2007;4;18;19;58;31
2007;137.827469;-19.641;-68.9;0.7;3.6;2007;4;18;21;34;18
2007;138.5696014;-21.199;-68.682;107.4;3.8;2007;4;19;15;22;59
2007;140.6345787;-21.644;-68.6;120.7;4.1;2007;4;21;16;56;33
2007;140.734756;-20.168;-69.314;105.3;4;2007;4;21;19;20;48
2007;141.3013983;-21.404;-68.777;101.4;4.8;2007;4;22;8;56;46
2007;141.7875299;-21.275;-69.729;55.3;3.8;2007;4;22;20;36;48
2007;142.3777003;-21.223;-68.843;118.1;3.5;2007;4;23;10;46;38
2007;142.5410818;-20.039;-69.131;99.7;4.1;2007;4;23;14;41;55
2007;142.5471609;-20.965;-67.79;200.8;4.8;2007;4;23;14;50;40
2007;142.7336028;-23.247;-68.193;124.5;3.6;2007;4;23;19;19;8
2007;144.1622603;-20.497;-69.213;115.8;4.3;2007;4;25;5;36;24
2007;144.4926084;-22.514;-68.63;107.5;3.6;2007;4;25;13;32;6
2007;144.7186023;-19.834;-69.447;86.1;3.9;2007;4;25;18;57;32
2007;144.8270338;-21.195;-68.825;114.6;3.6;2007;4;25;21;33;41
2007;145.8063292;-20.268;-69.202;99.1;3.5;2007;4;26;21;3;52
2007;145.8547074;-21.099;-68.887;115.5;3.7;2007;4;26;22;13;32
2007;146.1658721;-23.095;-69.041;88.1;3.7;2007;4;27;5;41;36
2007;146.284765;-19.889;-69.212;100.6;3.8;2007;4;27;8;32;49
2007;146.5789319;-19.132;-69.603;88;3.8;2007;4;27;15;36;25
2007;147.910035;-21.171;-67.736;195.4;3.5;2007;4;28;23;33;12
2007;147.9434294;-21.259;-68.574;128;3.8;2007;4;29;0;21;17
2007;148.2563615;-22.027;-70.308;37.7;3.5;2007;4;29;7;51;55
2007;148.2919138;-22.03;-70.298;37.9;3.6;2007;4;29;8;43;6
2007;148.9813043;-23.426;-69.104;101.8;3.7;2007;4;30;1;15;50
2007;148.9870718;-22.627;-69.184;92.1;3.9;2007;4;30;1;24;8
2007;148.9991941;-22.312;-68.902;125.7;3.8;2007;4;30;1;41;35
2007;149.2659962;-21.427;-68.391;126.8;3.9;2007;4;30;8;5;47
2007;149.7064704;-21.315;-69.199;84.6;3.7;2007;4;30;18;40;4
2007;151.0899716;-21.393;-68.624;120.7;5.8;2007;5;1;3;52;19
2007;151.2492575;-22.137;-68.576;109;3.5;2007;5;1;7;41;41
2007;151.3624419;-20.422;-68.899;112.2;3.5;2007;5;1;10;24;40
2007;151.7588829;-20.477;-68.711;115.2;3.9;2007;5;1;19;55;33
2007;152.4120139;-21.423;-69.971;40.4;4;2007;5;2;11;36;3
2007;152.4185317;-19.977;-69.184;96.6;4.1;2007;5;2;11;45;26
2007;152.6099404;-21.928;-67.565;213.3;3.8;2007;5;2;16;21;4
2007;152.8869704;-22.359;-68.826;111;3.8;2007;5;2;22;59;59
2007;152.975266;-20.977;-68.901;104.3;3.9;2007;5;3;1;7;8
2007;152.9834554;-20.902;-69.633;61.8;3.6;2007;5;3;1;18;56
2007;153.0243078;-21.393;-68.529;125.1;4;2007;5;3;2;17;45
2007;153.1303141;-20.974;-68.456;127.9;4;2007;5;3;4;50;24
2007;153.8077852;-20.294;-69.373;106.3;3.9;2007;5;3;21;5;58
2007;153.861209;-20.555;-69.143;90;3.8;2007;5;3;22;22;54
2007;154.7472928;-21.726;-68.489;126.3;3.7;2007;5;4;19;38;51
2007;155.1398122;-20.565;-69.152;105.5;3.8;2007;5;5;5;4;5
2007;155.6873005;-19.649;-68.907;3.4;3.7;2007;5;5;18;12;28
2007;155.9265792;-21.198;-67.637;203.8;3.9;2007;5;5;23;57;2
2007;156.7397801;-20.263;-69.942;62.8;4.3;2007;5;6;19;28;2
2007;157.2578949;-21.645;-68.365;120.2;3.5;2007;5;7;7;54;7
2007;157.5232038;-21.423;-68.609;104.9;4;2007;5;7;14;16;10
2007;157.7094384;-21.713;-68.475;123.6;4.4;2007;5;7;18;44;21
2007;158.1341231;-21.736;-68.783;107.3;3.9;2007;5;8;4;55;53
2007;158.1811855;-23.136;-68.375;111.3;3.8;2007;5;8;6;3;40
2007;158.3800495;-21.573;-68.35;116.4;4;2007;5;8;10;50;1
2007;158.3803569;-21.239;-68.8;113;3.8;2007;5;8;10;50;28
2007;159.9853978;-20.625;-68.868;108.1;4.3;2007;5;10;1;21;43
2007;160.1078083;-18.587;-69.404;117.4;4.7;2007;5;10;4;17;60
2007;160.7692199;-21.458;-68.383;136;3.9;2007;5;10;20;10;26
2007;161.1403681;-21.105;-68.878;111.3;3.8;2007;5;11;5;4;53
2007;161.4728769;-19.739;-70.275;71.9;3.6;2007;5;11;13;3;42
2007;161.7960856;-19.418;-69.23;110.2;3.7;2007;5;11;20;49;7
2007;162.3567601;-22.568;-68.82;108;5;2007;5;12;10;16;29
2007;163.2138382;-20.761;-68.879;102.5;4.3;2007;5;13;6;50;41
2007;163.5300731;-22.272;-68.84;122.4;3.5;2007;5;13;14;26;3
2007;164.6726264;-19.649;-69.074;111.2;3.7;2007;5;14;17;51;20
2007;165.1921373;-21.608;-68.283;127.9;3.7;2007;5;15;6;19;26
2007;165.3246999;-21.188;-68.69;113.5;3.5;2007;5;15;9;30;19
2007;165.8541991;-21.803;-68.479;120.6;4.3;2007;5;15;22;12;48
2007;165.927737;-21.749;-68.448;117.5;3.6;2007;5;15;23;58;42
2007;166.5457087;-21.245;-68.611;104.8;3.6;2007;5;16;14;48;34
2007;167.2608847;-20.614;-68.227;137.6;3.5;2007;5;17;7;58;26
2007;167.320666;-20.499;-68.82;106;3.5;2007;5;17;9;24;31
2007;168.6813181;-20.703;-68.87;100;3.9;2007;5;18;18;3;51
2007;169.7232995;-22.256;-68.685;100.9;4.1;2007;5;19;19;4;18
2007;170.0469741;-21.269;-68.77;116.9;5.3;2007;5;20;2;50;24
